Laporan_Improvement,Respons_Improvement,TP_Improvement,Laporan_EarlyMean,Laporan_LateMean,Respons_EarlyMean,Respons_LateMean,TP_EarlyMean,TP_LateMean,Overall_Consistency,Overall_Recent_Mean,Overall_Trend,Performance_Mean,Laporan_Mean,Respons_Mean,TP_Mean,Laporan_Std,Respons_Std,TP_Std,Laporan_Completion_Rate,Attendance_PreFinal_Rate
0.04433081721035562,0.02673518820419575,0.02366026412217577,-0.054012331171837694,0.018450429810779427,-0.00588502744880282,-0.08758631299528899,-0.007479067419136946,0.03429966193818116,0.03618189018918284,-0.0704928615184482,0.012353304978820605,-0.0032082666587189175,0.022399614040090044,0.009180237709499599,-0.0015399343613241598,0.00033030418128589365,0.01698008349253128,0.006687519498132531,0.011998943197590324,0.021031382435563656
0.04557272219497271,0.027826388360204957,-0.08115787903528213,0.01901991366475356,0.015591702354580525,-0.00028049998430988466,-0.08174925600670127,-0.00825807663282277,0.028980202230110337,0.02859063676574574,-0.05214110321848531,0.014559829441083302,0.004612263749451458,0.013846380591822399,-0.035236374395108516,-0.019179289579418748,0.0015602569782299839,0.015268780179658534,0.009577262085410305,0.013040606778558195,0.021059323850324253
0.054077274590623024,0.025148313714347083,0.02493355286657333,0.024714022699545535,0.0053148693916889225,-0.0026079931399853452,-0.10786955536617483,-0.009141144716996051,0.02895359685638834,0.036910079883089024,0.025749493728939442,0.010905590181110156,-0.0019875109646320106,0.02251525825930374,0.012704906068745326,0.007511287206483521,0.001755911691449217,0.009467590588288461,0.002233699604671111,0.011838316370579085,0.02836715937466902
-0.06687710581732967,0.024908092488697166,0.021499404023028412,-0.04720543818981025,-0.008275174842764401,-0.002265575531836228,-0.08247405275277615,-0.006465733283594589,0.04382558318144206,0.03461152872760764,-0.05130998059949267,-0.009263778106104362,-0.0015608258861521292,0.013371644532863004,0.007851593754864982,0.007175761800353634,-0.004502501569297104,0.014414155142026945,0.006703949106412626,0.015337102331312533,0.01651699390017825
-0.05749762559458234,0.028476965368362334,-0.07742176027169823,-0.05077444539430927,-0.007161958517172949,-0.00013812318763081432,-0.06676906684078042,-0.007358786148265865,0.03794887332350959,0.028713034965220343,-0.040784526091596995,0.011514552336291234,-0.007691560386021737,-0.010371598049865316,0.010958776337508682,-0.00020066508342140394,-0.0037252703378498767,0.011420492262596473,0.007760656433940535,0.013474899267494853,0.016331630831753582
-0.06187211741742195,0.02145900945471361,0.016499528976782044,0.013080875085665529,-0.008411012246078245,-0.0033491778004098925,-0.08981471949552924,-0.0059692092938351616,0.042280269524679705,0.02433876828144919,-0.040273991346964,-0.07350190268853006,-3.909026567949779e-05,0.0175426762327348,-0.02950900454571154,-0.016839507298418273,-0.0013626516289315597,0.022156708344343176,0.007499433135392498,0.016254752237454345,0.017784677602596725
0.046475123553152635,0.026858516591455026,-0.07622074720861476,0.023127920147418102,0.005983406585684156,-0.0020077773276420165,-0.07989005415925053,-0.006091463253229506,0.02865940350773499,0.028196529820055556,-0.05177690374672284,0.013707484365940431,0.00031323642167540227,0.014086729924898947,-0.035033941837752845,-0.019441558179913346,0.0005367311787761334,0.015606443470340596,0.008656467341513931,0.01200803427903222,0.022850208898225394
0.04725160343303653,0.025628606879896085,-0.07909031405659857,-0.043678787267122196,-0.008392761201447387,-0.0007263462632807836,-0.07775974296698877,-0.008002931533243452,0.032340218429847994,0.03040424605535424,-0.06006459365160528,0.015663597448563465,0.00012007822212109997,0.01785702986389224,0.0035167742031004764,0.002239974830805822,-0.0012485436672301608,0.008820217756290764,0.008327229184331375,0.010019602936719111,0.01982902856173189
0.04854825836895545,0.02917494800975583,0.028190329766848602,-0.06692037257441369,-0.0050902841675141185,-0.00545126272296132,0.013127766037038155,-0.007635251929187411,0.03585799230443757,0.04538363689330354,-0.06664531038283855,0.018996317576986735,-0.0032769392668417496,0.025579149290502135,0.01806609106685296,0.005502180499211107,-0.0018095306723843623,0.015509042221129076,0.0029872073049299207,0.011202101430602282,0.023507070172126266
0.04851423051760403,0.02738812445161866,-0.07728595161255308,0.024527019167916525,0.01636467615478888,-0.002732924426097946,-0.08319500553782855,-0.008559411432350129,0.029867743279635643,0.027952062560747854,-0.05302677256636962,-0.002327904972259822,0.0032491414064146993,0.014616207914255254,-0.03711767627323227,-0.01827243560338158,0.0031792682499252227,0.015163241893076237,0.009772111945958194,0.013668440740918162,0.021279934184320923
