Attendance_PreFinal_Rate,TP_Mean,Respons_Mean,Laporan_Mean
-0.05588139084655944,-0.007962320760033694,-0.04742541555006745,-0.00830995606166677
-0.05222842170328757,-0.03964943912803555,-0.11541090622785063,-0.042005254502279106
-0.05874090797521079,-0.14241147168165383,-0.13195056920524365,-0.004132591901655859
0.14734745436516103,0.17770653402362271,0.2982549005249992,0.016929206324312548
0.01831319370108468,-0.018708085017034314,-0.1316625336028888,0.01622268441349273
-0.04773900206339937,-0.024392535203029038,0.00047743993161122303,-0.03541842334347781
0.019824145549149234,0.04433014112470266,0.035114656502574976,0.02209979967648899
-0.06424818791239495,-0.011533043046869276,-0.12772336014884988,0.01191714136210615
0.14840317786219484,0.1733749885833262,0.296414639795567,0.015378622330340872
0.15737796066507787,0.0064187396519181684,0.27484450478198263,0.010119210646737197
-0.05021822844287183,-0.05571456576086458,-0.11359825796614287,-0.003975011843069701
-0.05128055517577874,-0.07825403127592447,-0.061143870315321695,-0.042242384615322176
-0.05719535126815509,0.01909053827067473,0.007030940208203808,-0.0041082058577839795
-0.037562024927753894,-0.020116283480545397,-0.11051238908771681,0.017188579788509233
-0.0586715292344403,-0.1431504010312612,-0.1328308076627737,0.0002480795176522929
0.14676297983460806,0.17800985905733993,0.2982549005249992,0.017210355821148316
-0.05643109298542157,-0.11552605933769522,-0.11335837626405024,0.0028996971316361175
0.16940998351554598,0.007977696630143073,-0.020185328862232708,0.016936931102457142
-0.05867947891300888,-0.14391611208620594,-0.1328246462626758,-0.0012889877123998727
-0.05872139602260127,-0.021294984425471876,-0.12870320722318696,0.007759904687602907
0.14734745436516103,0.17770653402362271,0.2982549005249992,0.016929206324312548
-0.04973263799730094,-0.02556731031591525,-0.04433642906020583,-0.026186793281875214
-0.05302648457213746,-0.002066118955087772,-0.13318277007893728,-0.0014523284500540215
-0.054373018185933646,-0.0265935792933404,-0.050464206349861845,-0.05751421931264967
0.14734745436516103,0.17770653402362271,0.2982549005249992,0.016929206324312548
0.13126522406805727,-0.06595939779586979,-0.09775906992320575,0.010912259775479745
-0.039035499189063044,-0.024372796227152337,-0.11492981473679678,0.005376766822909754
0.10469033802925698,-0.07686943339775362,-0.11377031326449812,-0.008465232824767478
-0.05351005705822713,-0.018851052413628996,-0.10133769309782097,0.023879653350677186
0.09535681699939239,-0.05499390146645811,-0.11765618068000518,-0.01317143736075243
0.14734745436516103,0.17770653402362271,0.2982549005249992,0.016929206324312548
0.07805586365491592,0.018966358021769162,-0.040206941301925855,0.02153924456044289
