Attendance_PreFinal_Rate,TP_Mean,Respons_Mean,Laporan_Mean,TP_Completion_Rate,Respons_Completion_Rate,Laporan_Completion_Rate,Performance_Volatility,TP_Std,Respons_Std,Laporan_Std,TP_Min,TP_Max,Respons_Min,Respons_Max,Laporan_Min,Laporan_Max,TP_Trend,Respons_Trend,Laporan_Trend,TP_Last2_Mean,Respons_Last2_Mean,Laporan_Last2_Mean,TP_LateEarly_Gap,Respons_LateEarly_Gap,Laporan_LateEarly_Gap,Activity_Score
-0.010934500942282733,-0.018378218369836746,-0.016468397822588077,-0.06445651557148574,-0.0034575747477075835,-0.004805711140005453,-0.001582183953161122,-0.005733926039484727,-0.002238444462976413,0.004867559870549112,-0.012764893348834032,-0.0027561830459839993,-0.0012330864417361951,-0.0022592205079737795,-0.0010616527348633483,-0.04031263836236361,-0.02223667473157858,-0.004400920954802885,-0.0018487080696370606,-0.021007402570926294,-0.015734178901943507,0.0007698349697662452,-0.0641612153944798,-0.0027886884207158932,0.001081938261044548,-0.017107971814419674,-0.009112651405303835
0.014218539101637541,-0.025386731312691504,0.009509083522847198,0.0225487503222727,-0.004611361699991861,0.003777112399712156,-0.0015460122980771927,0.007282807931415489,-0.0023047390934465453,-0.0004168967033781537,-0.009255087581111314,-0.002127353079044173,-0.0007222019326654165,-0.005099891321544398,-0.0010182972969454529,-0.02539337518129455,-0.00013370752003265252,0.0004183405235573373,-0.010652510030750214,-0.026041184495338557,-0.006031684821644279,0.013175281708577746,-0.052379123886410674,-0.0018250895650612864,-0.007218326286997276,-0.019732586900648535,-0.013333568642808555
0.03552470816766524,0.062037898179753026,0.05492096512079105,0.03114043147702079,0.02308425373273753,0.02632475275956016,0.004377613155897578,0.0136464007653205,0.009705785987689288,0.0052122396060220655,-0.002512188908546067,0.0036590013367845077,-0.0002563091369547863,-0.0018638146442651656,0.0003256032745634099,0.023971477358672333,0.02425112847103246,0.0023617013403046147,0.0004857225051150792,-0.0018259528997921779,0.056827702617236915,0.018510574117522445,0.040003643514271894,-0.0009409999461331782,-0.0007091115268603566,-0.004666366726337302,0.050124998195789174
0.033051841736473325,0.049733773518233916,0.04330781575636116,0.03190181072094558,-0.0025173388402405248,0.003668789055567567,0.003776075487584299,-0.012333287918366197,0.009369535957005893,0.004013429947101253,0.006820891253333253,0.0034824958405651747,0.0008603820264275355,-0.002080954944600422,5.8641328701071275e-05,0.024007947928913684,0.01301987529839375,-0.0019515516388982582,-0.0011789781795145027,-0.0035362183174942733,0.05654940618577999,0.021245076658338424,0.03704483255776291,-0.0048140796678344654,-0.003017841059851397,-0.0035247443694747076,0.04603437166464246
-0.019504770461924868,-0.014520303501782014,-0.011256704996616122,0.03460908353425784,-0.004048794695905504,-0.005320578083268036,0.0006034342181780205,0.008617411189819547,-0.003142217727670377,-0.0041936256991977035,-0.004827520294583788,-0.0030060989026304665,-0.00036039557992081,-0.0009604720972972434,0.0007918973327162327,0.015527063430187315,0.0006038325161963771,-0.010135377556820922,-0.01352909782500397,0.0385810932982016,-0.02687858851096367,-0.01847490613710545,0.04821428814119269,-0.009811197012036591,-0.017582520813205976,0.03760495826721024,-0.01631196497790915
-0.020933833014393128,-0.007225504043083789,-0.02020448176312652,0.04176911938325376,-0.004105816220036063,-0.00799144534567453,0.001072129556671336,0.007721790065584577,0.0034067196967634554,-0.004941431607234435,0.01555665762933998,0.002770484556696616,3.63286317701991e-05,-0.0032158007633535275,0.00039696107912808335,0.025985178673021553,0.007720960725666343,-0.0032003744352024337,-0.007891406860979654,0.046379565838172244,-0.011333994435375125,-0.0037094269486283144,0.03309134611371111,-0.006757751323899194,-0.009312476740795479,0.04626323926446068,-0.02615487471416237
0.01436899573054313,0.029159829739808324,0.006626272450093449,0.03398231199684244,-0.0018502651778437992,0.0035450547951713447,-0.0031748222067542312,-0.013403682722758978,0.006641614884954624,0.0005188367470948845,0.011632703546317439,0.0014046039264034064,0.0006491544129986623,-0.00329148269459869,0.0007071419222834794,0.021052936976816372,0.024541489310726656,0.010655397738205346,0.020535289816963027,-0.009916778705134542,-0.011411351074533017,0.0025627532875257134,0.04176556235646819,0.012541107918383608,0.019325790512278552,-0.01023794945438898,0.011208746937881433
0.031329123015196574,0.05917669138242605,0.046543792729181986,0.0348365161725676,0.019082488382279605,0.018717703891539678,0.003581712517203297,0.01020481988297027,0.007840874747759661,0.00015179823400066482,0.008984902146627645,0.003348167607470722,0.0005333883894675381,-0.0022136377889180165,-0.00038694246674047573,0.028359819069479937,0.02626578645344424,0.0021110829610163683,-0.0002460547200253549,-0.004106507217082914,0.05692236918522135,0.018329826995681534,0.04864124934821412,0.003968048214237456,0.003309246888016708,-0.005360508554145368,0.03941772463689426
0.0330996316639533,0.052207394300536246,0.03988334675713604,0.0339280186364061,-0.0026445993457970456,0.0036888681064997505,0.0032993168430849123,-0.010367777620949875,0.008885703470370758,0.003573629654105844,0.01073177039812197,0.0033006957878140954,0.0007338538822827575,-0.002252338837966414,-2.567936030354213e-05,0.026612157726511685,0.015166438076127388,0.0036446390419968837,0.003417300767638807,-0.0038933340561124936,0.05780609801262877,0.018849395492432655,0.04681680248511528,0.005105939907835055,0.006183884013583968,-0.005218117457602984,0.028695018799069872
0.036279810887089474,0.06204928081575335,0.054600603557704845,0.031193527965208263,0.02308425373273753,0.02632475275956016,0.004377613155897578,0.013575799672424324,0.009705785987689288,0.005141241534662374,-0.002512188908546067,0.0036590013367845077,-0.0002563091369547863,-0.0018638146442651656,0.0003256032745634099,0.023971477358672333,0.02433269388408292,0.0023412600868723227,0.0004857225051150792,-0.0018259528997921779,0.056827702617236915,0.018510574117522445,0.03975156490505043,-0.0009409999461331782,-0.0007091115268603566,-0.004666366726337302,0.050124998195789174
