Attendance_PreFinal_Rate,TP_Mean,Respons_Mean,Laporan_Mean
0.030564703577011597,0.0015086070748547157,-0.11134154795843827,0.002860814759242343
-0.053152570974066116,-0.08597209729840288,-0.04239896454955069,-0.01073903346730177
-0.006473922636810289,-0.06613284742142654,-0.03322921639336562,-0.008315113421923585
-0.04171711823282416,0.026448404056263777,-0.061488888884127055,-0.027558384949722528
0.1862355593677693,0.08724426827091626,0.05844148041154463,-0.02090754051768286
-0.03238688395502338,0.03734277780838563,0.08411748019540127,0.10592178395209895
-0.03780869124861831,-0.047222270851840865,-0.006124203730624331,0.11679481217365137
0.18048985481673446,0.06655756562578315,-0.04614589626236905,-0.006669672277750165
0.23612876967872953,0.06633564645154592,0.046293224768240944,0.01244124160864426
-0.052894048203158815,-0.08030214133353532,-0.037724885390136825,-0.013454091362490596
-0.05509435346617983,0.07116261829381758,-0.04484345568011709,-0.0224702187816176
-0.04273491438655985,-0.004517922964644927,-0.07678962415687382,-0.031160463962338285
-0.051321734785661044,0.037003617080407586,0.08672537704007875,-0.019084560400813615
0.10478983213366419,0.06365213038410421,0.1372868851811987,0.04120958400041879
-0.00403440743386058,0.058468935277935466,-0.001780893268829269,0.003742993139686191
-0.050817868036940265,0.02482143550019158,0.028825220064326453,-0.005559072379607121
-0.05205933433174018,-0.07242133527221171,-0.009322165547803784,-0.03700040345385572
-0.05404264824567414,-0.0012703344163073843,0.024063974498042456,-0.04561516958917056
-0.038670123923053634,0.016534914785679183,-0.05207779264249374,-0.010960994718243373
0.03300888561530553,0.07223123191284615,-0.033326227779711,0.016363770188402228
-0.0451584847105452,-0.08843737032581418,-0.0458473684941222,0.019230147152882564
-0.06718810908474133,0.010019063477047426,0.008608110344761296,-0.06032739783495
-0.05705017689720961,0.014896872872079097,0.04908180917667357,-0.0011592528682391203
-0.06715976441353953,0.009962374134643804,0.008608110344761296,-0.06029905316374819
-0.04116339412475817,-0.04740039795263904,0.005590188380450146,0.08529904678640061
