Attendance_PreFinal_Rate,TP_Mean,Respons_Mean,Laporan_Mean
-0.07999367020639463,-0.11323128219107922,-0.011707020391641777,0.011054421768707476
-0.0806431735854697,-0.008238241533172404,-0.09534662392306148,-0.009649511978704525
-0.029634637704504994,-0.10246030713438987,-0.05516884956775666,-0.006613756613756617
-0.07048499815932012,-0.0016909372597972844,0.02853428521064692,0.011054421768707476
0.48631866225543036,0.06483340148445536,0.07469827639616866,0.18027210884353742
-0.011009764666346507,-0.004269987564918436,0.019921705630982323,0.13481382891320776
-0.011009764666346507,-0.004269987564918436,0.019921705630982323,0.13481382891320776
0.4229099889559207,-0.07341434723016653,0.011048575961320542,0.11224489795918366
0.48631866225543036,0.06483340148445536,0.07469827639616866,0.18027210884353742
-0.0806431735854697,-0.008238241533172404,-0.09534662392306148,-0.009649511978704525
-0.05931780726862691,0.1367529707693642,0.050966197043480405,0.011054421768707476
-0.07048499815932012,-0.0016909372597972844,0.02853428521064692,0.011054421768707476
-0.07048499815932012,-0.0016909372597972844,0.02853428521064692,0.011054421768707476
0.06851820874069119,0.00530959196064584,0.061659727643334196,-0.3293650793650793
-0.05931780726862691,0.1367529707693642,0.050966197043480405,0.011054421768707476
-0.07048499815932012,-0.0016909372597972844,0.02853428521064692,0.011054421768707476
-0.0806431735854697,-0.008238241533172404,-0.09534662392306148,-0.009649511978704525
-0.07048499815932012,-0.0016909372597972844,0.02853428521064692,0.011054421768707476
-0.09926804662362819,-0.0984920531661359,-0.011707020391641777,0.015589569160997725
-0.07048499815932012,-0.0016909372597972844,0.02853428521064692,0.011054421768707476
-0.02905587199816813,-0.004269987564918436,-0.09534662392306148,-0.06520506753426007
-0.07048499815932012,-0.0016909372597972844,0.02853428521064692,0.011054421768707476
-0.07048499815932012,-0.0016909372597972844,0.02853428521064692,0.011054421768707476
-0.07048499815932012,-0.0016909372597972844,0.02853428521064692,0.011054421768707476
-0.02905587199816813,-0.004269987564918436,-0.09534662392306148,-0.06520506753426007
