Attendance_PreFinal_Rate,TP_Mean,Respons_Mean,Laporan_Mean,TP_Completion_Rate,Respons_Completion_Rate,Laporan_Completion_Rate
-0.07109228403539966,0.01086447719067366,-0.005717704716999162,-0.009177165770637121,-0.005765695360393157,-0.040881192698064284,0.001893398784630196
-0.07608806806401887,-0.023201398096450474,-0.10551785742020947,-0.07354212585148097,0.006113853381868535,-0.04551890228844166,0.006461823239270539
-0.08462475021993655,-0.09410778270475416,-0.1032737930974992,0.0014040571934553225,-0.07332782073467044,-0.0889587623549011,-0.01499028259912228
0.12351673452649303,0.06723919210220787,0.127610468645127,0.016849521852797384,0.04805689783403246,0.10668754591711843,0.0043512719338569955
-0.017197649933526,-0.01705061611151202,-0.10684137579711038,0.021405775194187755,0.017341542617285047,-0.03639593119229606,0.006212404593375238
-0.058543915376254016,0.0029565811805965835,0.01564218085863372,-0.03505333241437007,0.02253810693279214,-0.009816700280372697,0.010826412819555669
-0.01602927899939099,0.02711630077918494,0.03197788107855488,0.019574226205978557,0.012220728980292656,0.015379660457814496,0.0055323326392745335
-0.07109005898981477,0.010235342593010077,-0.09914759288826819,0.007435202043048787,0.01229353229797003,-0.026266991963140612,0.006124422293316286
0.12018692624248603,0.0675019786983278,0.12693534333184384,0.01625774381498551,0.04596147832089654,0.10149713043834666,0.004181539293675183
0.12017582221758838,0.01763567753645364,0.11116541037125717,-0.000687968022274235,-0.0032344452392473197,0.09644872173568952,-0.000561777988134654
-0.06684256280268887,-0.03548486108594672,-0.0971396352083108,0.025658954430163063,0.017001580433529673,-0.03593939429858536,0.009920417864744407
-0.0814517170575411,-0.04245874835142995,-0.05259240784281387,-0.05759589858033858,-0.05850937506723285,-0.07942547409239828,-0.018570271183058956
-0.07359033320155559,0.008378756546700724,0.024322106194448877,-0.007408544756479785,-0.008276475184989276,-0.04458224290729918,-0.00215480852016946
-0.05602759351673726,-0.021024746418576365,-0.08686056483896115,0.019302797670030396,-0.036564047481302944,-0.0663515419257622,0.002088141720039759
-0.07941171128598765,-0.0927087769624919,-0.10228660250661879,0.01733803299418642,-0.07134883999865696,-0.08369279063648678,0.004208262756264856
0.12397943215758062,0.06702571473595269,0.12778967895145596,0.017799391090830095,0.04805689783403246,0.10739925391202423,0.0036242344927274153
-0.08042778418608677,-0.06923991044534733,-0.08567497226321685,-0.0155393192120159,-0.07498059232863902,-0.09004835931474438,-0.018960314215857674
0.1238461947138163,0.011154033606809732,-0.009328248140534462,0.0043653811384247055,-0.010987215726731028,0.006986486658805503,0.00043336755514203183
-0.08437813253415545,-0.08841623394926706,-0.10005176260157118,-0.011683163346537406,-0.07553718512013256,-0.09129074410737033,-0.01885832041219333
-0.08151182731901878,-0.029775537059291354,-0.09565783158748657,0.004866957681439077,-0.04799829913818917,-0.07689202104905346,-0.020389905339843285
0.12341786446999584,0.06723919210220787,0.127610468645127,0.016849521852797384,0.04805689783403246,0.10665801330284005,0.004479674604632547
-0.07081245771773567,-0.034014737190379445,-0.04225819963921657,-0.04620580535860107,0.015142025896654924,-0.022400533390418906,0.007696894309176529
-0.07334173086289988,0.01066790371105995,-0.10188956413278512,0.01751518619897012,0.014617209298562856,-0.024888724437199465,0.006435591932870747
-0.08375969959022019,-0.024642782007140575,-0.0451953852380388,-0.06767601617427998,-0.02786823931082768,-0.06415970969936936,-0.015632781649802537
0.12351673452649303,0.06723919210220787,0.127610468645127,0.016849521852797384,0.04805689783403246,0.10668754591711843,0.0043512719338569955
0.11929287398724922,0.006858552358521303,0.024971488943318434,0.009465035197689813,-0.00769643223736415,0.009367315849571149,-0.01086997061805063
-0.07360702424625803,-0.017187971409337907,-0.10827708597853791,0.018619479209159004,0.01321456077544002,-0.04165063233223831,0.00593398584980991
0.11403912300667257,0.0036658516297741832,0.019075369528054446,0.005016270544465341,-0.012596667808472576,0.007849195240942719,0.0020641080638851696
-0.06442622819130862,-0.010252595970394664,-0.0767204656028383,0.03874141989315339,0.025877878359379585,-0.011338982659270086,0.012988517621752725
0.11541223635278783,0.0058788150102722925,0.019240713443398356,0.00453684266003247,-0.011386744918862182,0.00772412500653293,6.837376227128891e-05
0.12341786446999584,0.06723919210220787,0.127610468645127,0.016849521852797384,0.04805689783403246,0.10665801330284005,0.004479674604632547
0.044550951576687134,0.018426799735874945,-0.007152574536151248,0.028512729818042485,0.017760857950761325,-0.027582206049824302,0.0069336371709644955
