Attendance_PreFinal_Rate,TP_Mean,Respons_Mean,Laporan_Mean,TP_Completion_Rate,Respons_Completion_Rate,Laporan_Completion_Rate,Performance_Volatility
-0.018213922635880217,-0.042965350533803376,-0.0625451234114394,-0.13478901646719893,-0.015623198904594475,-0.007167407319494964,-0.0019358309067145324,-0.031996226409107174
0.019172066424682322,-0.06372458154291784,0.009877874153631954,0.01897879268337124,-0.018016009906323655,0.011202783551811812,-0.002698902380317846,0.017094706795221147
0.0639559117048413,0.10626680919939901,0.11290674654348999,0.05839826746628938,0.07176736053520076,0.04675053042551955,0.0027508446825862476,0.028403998743482022
0.06454810156602345,0.0980018914191039,0.10677453541332108,0.06065068374610738,0.01924336760922775,0.0007147754594124295,0.00746764863441691,-0.01062506453901799
-0.09087462984074623,-0.011358349552198332,-0.02831577797605374,0.09263579179349975,-0.015356122685970058,-0.00447747769686734,0.006880951783879263,0.02353985028291977
-0.0915684693514699,-0.006815012210301906,-0.06164675872352609,0.11309015608402964,-0.0015139302127517278,-0.02576266092112508,0.0030804340079376856,0.03598470457808425
0.044091789844670104,0.08970586104506705,0.046012097664601154,0.06022026261546191,0.028766740326288537,0.024546262549290793,0.001911064010870361,0.006819139281657737
0.062858410500866,0.10294092764387293,0.10844955031354547,0.06259038888795473,0.07158944155511655,0.04336838590724899,0.005759286394773273,0.020207803898469646
0.06454810156602345,0.0980018914191039,0.10677453541332108,0.06065068374610738,0.01924336760922775,0.0007147754594124295,0.00746764863441691,-0.01062506453901799
0.07026979429949863,0.10707618485286984,0.11355373292627051,0.06017251655976721,0.07024303179083476,0.046152469300513935,0.0027508446825862476,0.028403998743482022
0.0639559117048413,0.10626680919939901,0.11290674654348999,0.05839826746628938,0.07176736053520076,0.04675053042551955,0.0027508446825862476,0.028403998743482022
0.0010832018927840635,0.02805545853984337,0.027849940313995302,0.08914039673512981,-0.010168708956683646,-0.0018320386365707267,-0.008689236158815904,0.04196107682408991
0.060813367915777475,0.10745704640416147,0.11204121810064648,0.058723175206505746,0.07486424612472706,0.045848369900905205,0.0012064172291490565,-0.006574262986351744
-0.05240850118095485,-0.07216660475616056,-0.000839273297154887,-0.14730237504794463,-0.01837135332815812,0.013528818722298969,-0.0032684023962865094,0.010817289801914393
-0.08048085836011969,-0.07289579358074387,-0.06988393708384605,0.04670637147773333,-0.020313296757863752,-0.007600846470190725,-0.019586241925901752,0.018070846965504487
0.021296248129792097,-0.05986711016916693,-0.05416879612879015,-0.06483891496439186,-0.017269543044704374,-0.007443724199335196,-0.004998500750496455,-0.016774678179351334
-0.07493117325808336,-0.053121798960157125,-0.03203487250911635,-0.07114196532895303,-0.018600728873783553,-0.03000268862718666,-0.0019740660919765098,-0.016987971619522226
-0.008643059121378723,-0.07276524684692681,-0.055982227646942447,0.07504545609230624,-0.016719765475390537,-0.006741186102861764,-0.020947051576262886,0.002966377336020193
-0.07981721855871356,-0.06541979578569145,-0.07424307867284939,-0.05245066448519992,-0.01929416039305774,-0.03505894508892533,-0.002781046481186478,0.0015195983042835424
0.009456488249357022,0.10735234990942183,0.11038594253324543,0.10625379307343966,-0.00798196771102162,0.001973215229002008,0.006671035907122039,-0.03360735698176364
-0.00468101112543799,-0.060835290315981734,-0.06938996368279796,-0.03424027613148455,-0.016746481024669954,-0.0360493055082978,0.000788764572206714,0.003967492715713604
0.01793068412637349,-0.0763919325608264,-0.06880322414774205,0.048179163161340625,-0.021224183158914025,-0.010448157723987123,-0.015009979538526579,0.017341483422258556
-0.005040557243628468,-0.06685411840754434,-0.04673177259227873,0.12862909681081955,-0.015662324331349883,-0.00620017504303505,-0.030531875475123326,0.02827201750610376
0.005761116960826135,0.005300370790062388,-0.0013126810252555654,0.09000362091647296,-0.011918882537916672,-0.0025783469603817026,0.01197034800838628,0.04543538213681566
-0.059551863990210716,-0.06942518057401466,0.012952686429769709,-0.1349889064093557,-0.017742880203161785,0.014042705510430607,-0.0026509260455198267,0.01349971776063079
-0.0008700068638898367,-0.007290453434798067,-0.05954448065472156,0.07627504177887143,-0.0018305348150368863,-0.021154842131440844,0.004953478191675059,0.01577168061216461
0.0022419815521513963,-0.0655233131318235,-0.0497069853067208,0.1044247334032163,-0.01510809258421731,-0.004463490366237312,0.009626782359090286,0.02254565541557969
-0.018513685867119236,-0.06134883957510014,-0.053896191071043105,-0.13513542261337155,-0.016066095312888072,-0.006949904670263213,-0.002264990841219705,-0.04134647010037968
0.004271020922034469,0.10949232831221449,0.10426567005366151,0.0741989238971273,-0.009025478520984188,0.0015873447778274013,-0.007311764289818924,0.026988141313042356
0.06486487036002409,-0.006362775408893309,0.09539892307997257,0.060460517386872886,-0.016200652011755346,0.0427578661541248,-0.002276354823704933,-0.014154397074025445
0.009239306340353705,0.11441265923430609,0.11042388042246512,0.09097454803730252,-0.008359594210879335,0.0016077644059432335,0.007169215120202506,0.011911963057370916
