TP_Mean,TP_Std,TP_Min,TP_Max,TP_Last2_Mean,TP_First2_Mean,TP_Trend,Respons_Mean,Respons_Std,Respons_Min,Respons_Max,Respons_Last2_Mean,Respons_Trend,Laporan_Mean,Laporan_Std,Laporan_Min,Laporan_Max,Laporan_Last2_Mean,Laporan_Trend,Attendance_PreFinal_Rate,Absence_Count,Partial_Attendance_Count,TP_Completion_Rate,Respons_Completion_Rate,Laporan_Completion_Rate,Performance_Mean,Performance_Std,Performance_Late_Mean,Performance_Trend
-0.002100431822969212,-0.013163815154808741,0.0018507447491700755,-0.01608647690345694,0.006633829114474509,-0.03045784836131856,0.011538919549822115,-0.01907290945427091,-0.024635463942156897,-0.0009345277367815651,-0.009330361389216805,0.005133780472417284,0.019896859169433366,0.01090536194912742,-0.007796523453031643,0.004626834403173087,0.018943893236311102,-0.009706209159131425,-0.00960880541021651,-0.021320720091358793,-0.019249560922870623,-8.75960902752934e-05,-0.018903119954263723,-0.017931568890621006,-0.008641867844909418,-0.0022996628542052426,-0.012160854858114961,-0.0004126219591581709,-0.012632036915292195
-0.016074160346193078,0.004983221695336287,-0.0019917054749433926,0.0048606108482668236,0.011585365753418132,0.009126114803708878,0.008537966197729051,-0.043461365559815356,-0.017573197524710392,-0.0069796595821902735,0.011892962670652806,0.007114065539356531,0.006226253018494935,-0.041688845167781874,-0.0014839000459050673,-0.0060207244876715775,-0.03437845468836535,-0.008389045382881223,0.003578695123683338,-0.012255348140677254,-0.022855829227783328,-0.00017639723634597248,-0.016976504872687714,-0.017813341141551566,-0.0041400106613468145,-0.020776421592264283,-0.009866971882710115,-0.006941511554056559,-0.0033504613693658768
-0.027372696278644828,-0.00015129525723451553,-0.0015607152877873496,-0.010235804389239385,-0.028983985632513996,-0.04354738696552677,-0.0026578104553926607,-0.0397349131100105,-0.007202688273485978,0.0027391066757313227,-0.011870644882905445,-0.019226550712097817,-0.0039622093983979565,0.004480900435835157,-0.005849177948604002,-0.0005139896411202858,0.0034391307967305833,-0.0022476854039909615,-0.008827938293619915,-0.02274120892661195,-0.028069166020448615,-0.00019442529932067244,-0.03036922302478557,-0.028180233401686582,-0.005712044371195205,-0.021943664262225313,-0.0074065013420821614,-0.007920806574150292,-0.0035536621325077808
0.05588007529750238,0.006725852314567791,0.0009110693432165357,-0.0072586597277539446,0.010553716109031695,0.03321120909740836,0.0016785256647950098,0.11238302936394967,0.0033260876966399143,-0.000955742059095081,-0.004627537275573255,0.01084164506019452,-0.0019174336750032946,0.024176403422635138,0.009795762129415285,0.004564102727879914,0.018484208541785167,0.015815055325029043,-0.002466941814476202,0.04742682525774713,0.05988765846812868,-8.39701089073099e-05,0.07991118216318224,0.06774707420556507,0.020661817314023025,0.052102906384587644,0.002483408235890096,0.01931692291831724,-0.000336157142587133
-0.0063799932397475305,0.008106783162800297,0.0056473849945803,0.01771814312221598,0.011918042325956398,0.061124322162413564,0.008936646430100998,-0.040857504428462726,-0.007652824541007178,-0.003877410852255884,0.017905050732592336,0.010187292976910142,0.012149971655884051,0.02638569762989599,0.0007910337228634202,0.003988285644381354,0.042853689436148326,-0.005401575151755736,-0.009557554974391216,0.005930742560720757,-0.022260162516637226,0.002157181947887871,-0.008645539103441024,-0.01280485308815972,-0.0022586423635016883,-0.0022871416734784556,-0.008716953121943821,-0.007701766713973221,0.007618762489036915
-0.013228661960985535,0.008985037246903334,-0.0010515362293992336,-2.688210807895333e-05,0.01498023794459216,-0.0036178847522814,0.011845809220901357,-0.018200951514046153,0.043430799451331506,0.012883400842949233,0.0056030395539168575,0.011203671747969777,0.008463848835693785,-0.035612880447235616,-0.007121491561199308,-0.004715953843524434,-0.039372361739892336,-0.004964525341557556,0.0096409617601544,-0.017636217316532043,-0.01981655187343169,-0.00019876102443808157,-0.014856055339463768,-0.014846056097789277,-0.003686939334274495,-0.021128510422529664,0.0005795093462739327,-0.00654708344295331,-0.0011350404727866242
0.022836252631734055,0.016492117682078467,0.004989997491373491,0.04230595104420217,0.012453484151185017,0.06526596336739944,0.0016382445944477621,0.01551507999110062,-0.0025025527860465325,-0.0024874551864578014,0.01207399353059118,0.009260378923872799,0.007960376104564544,0.01637466243408057,0.0032152242558561844,0.004355990682936369,-0.048131590808764904,-0.006810248961282945,0.012216021152598873,-0.004019869452034036,-0.02047539210800334,0.0036951061750565466,-0.011806938543247696,0.0040957059867513705,-0.002323877517303587,0.004205482010329283,-0.0022852604606794016,-0.009128029110574037,-0.001675426222373404
0.0004267445394908225,-0.0034273821714305504,0.0029826350775815193,-0.012843915316035468,0.004245260426919132,-0.03989589095294968,0.015032630364501335,-0.04283159132322738,-0.01302575270215074,-0.0008677679761823413,-0.010007327230264927,0.00246404274496221,0.01158122420459427,0.014498054161440833,-0.011351279234711725,0.005628184938869577,0.015941119139955183,-0.006476048965707589,-0.006842114559138335,-0.026172525782801662,-0.023786142400079747,-0.0001928433501097551,-0.016227675712577144,-0.017536051497829705,-0.00884118230980073,-0.00017106549866048799,-0.0027954987168933706,0.0060919500293889865,-0.012114732586832079
0.05517854072212412,0.0049193109618849255,0.0010016037392877278,-0.008609302530447708,0.010544426711883607,0.031418336895515424,-0.00015496249953092094,0.11211081086334,0.0035921292128731673,-0.000934778190290516,-0.004875855895129956,0.010074185907230717,-0.0029322056587964725,0.02696479686153663,0.009254609173464275,0.004765276440623615,0.0238078302124316,0.015381895982927801,-0.0022445073214490217,0.043181582395451196,0.05949635404943784,-7.984475463001638e-05,0.07921110459366741,0.06181215953963406,0.020861238771651636,0.05128402204222658,-0.00421375530234687,0.017007751404052984,-0.002644182900052321
0.020701492350698143,0.012562671886755314,0.0036697043521389,0.02400703459550451,0.012825746148875038,0.010168106087866776,0.006264394147874438,0.10998277621105662,-6.849481415039975e-05,-0.0010742520503666383,0.012186532667210861,0.007627684844344324,0.016326082095528438,0.013791862636690624,-0.0028539673536424164,0.007116351929017891,0.03366881771089604,0.0013516938375167545,-0.0008013988131863385,0.061984786900073606,0.06997023057129545,-0.0001242624648635264,-0.01126610600199103,0.05425487443330383,-0.002554401663433204,0.013610109021806947,-0.00033726682732016563,0.00882826197555581,0.00787538002938796
