Attendance_PreFinal_Rate,TP_Mean,Respons_Mean,Laporan_Mean,TP_Completion_Rate,Respons_Completion_Rate,Laporan_Completion_Rate
-0.058739198280293996,-0.03989980058761697,-0.06478724245103552,-0.0012016453363752708,-0.014604839387008562,-0.03961391834910191,-0.009472651498175522
-0.06892779181349416,-0.06096565198173764,-0.059091708635366655,-0.025815684288408313,-0.03533130722421587,-0.04975792368134788,-0.02014719495005012
-0.058794393165198855,-0.0418634519718732,-0.027019655031896957,-0.03971184758885407,0.009225023290259126,-0.021754530935568363,0.004017466465189753
-0.08109601826115652,0.011222990932488122,0.00043832126543993396,-0.03172145570296296,-0.0018101334673228816,-0.02616028363809392,-0.002631268443781941
-0.02606819223244948,-0.052437736201969065,0.034981595990579775,-0.01972316453556183,0.007712683040393392,0.0017331576256715223,-0.004030136314915802
-0.06684995879041279,-0.06463538697904245,-0.05745058475727909,0.013801920772746883,-0.028104978609021086,-0.04217296804781073,-0.012007503487175353
-0.06170117682128138,-0.05216291382477448,-0.07705907135242025,-0.018436561347458375,0.009286183578743048,-0.0032409046697932475,0.0056793001045470715
-0.018304202685382978,-0.04895325957670336,-0.06711843548268374,0.014375638537823731,0.009292883216183996,0.0022871951613656297,0.004338749122014022
0.175381501412435,0.12094843870326887,0.15179836628166843,0.047206110278159505,0.041621031594867394,0.09836891147712042,0.017800152352402114
-0.020257830800694772,-0.02811530239892848,0.018572559334008868,-0.016692902378902724,0.011919914148400273,0.0022486138283494828,-0.0021274786281772454
-0.052847453267047914,-0.04313135849677513,-0.06440159390034017,-0.004280350057394714,-0.01751643431065983,-0.04154601789248456,-0.016627517500667193
-0.05997398233285922,-0.03205193151816921,-0.08242821673497694,-0.031237954083307495,0.007537373280378427,-0.02702373053359969,0.003992774102780878
-0.06285695652604863,-0.04212927218052508,-0.06834050164413967,0.005331854418171769,0.00940287533532638,0.001977387172784877,0.006434032015711607
-0.05279652626311144,-0.011216507239399123,0.030769809561261637,-0.020304200941859366,0.024308095881257312,0.00605860194526778,0.010998245602455901
-0.0500127886944647,-0.026047756371291524,-0.04252675611638626,0.03426853999658774,0.01666094661005528,0.0054059823012846875,0.006701563070683288
0.17854128919658058,0.06856243112509923,-0.0009098891462439695,-0.007389580323301722,-0.006115504146131884,0.012194063654549902,-0.011947095574427455
-0.06500818679754755,0.010337801871012315,-0.07952763390604835,-0.017145094548721894,0.009519527637249383,-0.016923785150311916,0.0014017565295050413
0.17560371471928096,0.12131661452792315,0.15273159416010765,0.05083926256841956,0.04039469428398675,0.09877236494053936,0.016680552613949927
-0.015534794065513462,0.02144010815971916,0.015097495404991487,-0.003961862134077168,0.016176110989725365,-0.01008548068262519,0.0011576629266323594
0.17560371471928096,0.12131661452792315,0.15273159416010765,0.05083926256841956,0.04039469428398675,0.09877236494053936,0.016680552613949927
-0.05812711169214082,0.04614774880096728,0.04694828561324468,-0.013684386013924478,0.014409980033058312,0.007284854854574639,-0.0028767285112339287
-0.06534468668179283,-0.06753792615582822,-0.05619064975213897,0.00223844540572011,-0.029631226942017825,-0.04317177442830131,0.00028141362143335323
-0.060878104514658575,-0.021097441644827738,-0.04503712774854982,-0.01717194491294388,-0.016350143703917564,-0.03829982817378297,-0.0025230317035957444
-0.06847976384386474,-0.05397837193078449,-0.055712116291800326,-0.028233727272196023,-0.03636827244418074,-0.049025321028368464,-0.02139464104052012
0.17476029619081992,0.12094843870326887,0.1513843559598712,0.047407992488238446,0.041621031594867394,0.09836891147712042,0.017800152352402114
-0.0536431332062035,-0.014913229679584562,-0.039681895463919085,-0.022400700228283655,-0.015023789083376461,-0.03559462697519924,-0.015117577561909528
0.175381501412435,0.12094843870326887,0.15179836628166843,0.047206110278159505,0.041621031594867394,0.09836891147712042,0.017800152352402114
-0.05056058245451604,-0.02078902723068838,-0.07706767024907954,-0.007493500633812344,0.015603184735361302,-0.021625595194128135,0.007191612823041621
-0.0676621914810348,-0.035274870292762356,-0.06642827662741656,-0.00848340868170291,-0.020081506997494482,-0.04261708740157325,-0.018073721184970616
0.17160879323619227,0.12192866653097269,0.14888598362426247,0.05432429920491302,0.041512693493071226,0.09545586231015431,0.019437975605117452
-0.0677652677385102,-0.033695820473397455,-0.03798865199326063,-0.027849980567860155,-0.03049720543110476,-0.046061096288534435,-0.02355444150724146
