Attendance_PreFinal_Rate,TP_Mean,Respons_Mean,Laporan_Mean,TP_Completion_Rate,Respons_Completion_Rate,Laporan_Completion_Rate,Performance_Volatility
-0.0792517006802721,0.0,0.0,0.0,0.0,0.0,0.0,0.016326530612244896
-0.0792517006802721,0.0,0.0,0.0,0.0,0.0,0.0,0.016326530612244896
-0.02210884353741497,0.0,0.0,0.0,0.0,0.0,0.0,-0.040816326530612256
-0.0792517006802721,0.0,0.0,0.0,0.0,0.0,0.0,0.016326530612244896
0.4755102040816327,0.0,0.0,0.0,0.0,0.0,0.0,0.13061224489795917
-0.0792517006802721,0.0,0.0,0.0,0.0,0.0,0.0,0.016326530612244896
-0.0792517006802721,0.0,0.0,0.0,0.0,0.0,0.0,0.016326530612244896
0.4755102040816327,0.0,0.0,0.0,0.0,0.0,0.0,0.13061224489795917
0.4755102040816327,0.0,0.0,0.0,0.0,0.0,0.0,0.13061224489795917
-0.0792517006802721,0.0,0.0,0.0,0.0,0.0,0.0,0.016326530612244896
-0.0792517006802721,0.0,0.0,0.0,0.0,0.0,0.0,0.016326530612244896
-0.0792517006802721,0.0,0.0,0.0,0.0,0.0,0.0,0.016326530612244896
-0.0792517006802721,0.0,0.0,0.0,0.0,0.0,0.0,0.016326530612244896
0.13265306122448983,0.0,0.0,0.0,0.0,0.0,0.0,-0.32653061224489804
-0.0792517006802721,0.0,0.0,0.0,0.0,0.0,0.0,0.016326530612244896
-0.0792517006802721,0.0,0.0,0.0,0.0,0.0,0.0,0.016326530612244896
-0.0792517006802721,0.0,0.0,0.0,0.0,0.0,0.0,0.016326530612244896
-0.0792517006802721,0.0,0.0,0.0,0.0,0.0,0.0,0.016326530612244896
-0.0792517006802721,0.0,0.0,0.0,0.0,0.0,0.0,0.016326530612244896
-0.0792517006802721,0.0,0.0,0.0,0.0,0.0,0.0,0.016326530612244896
-0.0792517006802721,0.0,0.0,0.0,0.0,0.0,0.0,0.016326530612244896
-0.0792517006802721,0.0,0.0,0.0,0.0,0.0,0.0,0.016326530612244896
-0.0792517006802721,0.0,0.0,0.0,0.0,0.0,0.0,0.016326530612244896
-0.0792517006802721,0.0,0.0,0.0,0.0,0.0,0.0,0.016326530612244896
-0.0792517006802721,0.0,0.0,0.0,0.0,0.0,0.0,0.016326530612244896
