Laporan_Improvement,Respons_Improvement,TP_Improvement,Laporan_EarlyMean,Laporan_LateMean,Respons_EarlyMean,Respons_LateMean,TP_EarlyMean,TP_LateMean,Overall_Consistency,Overall_Recent_Mean,Overall_Trend,Performance_Mean,Laporan_Mean,Respons_Mean,TP_Mean,Laporan_Std,Respons_Std,TP_Std,Laporan_Completion_Rate,Attendance_PreFinal_Rate,Competency_Label,Competency_Name,NIM,Class,Scoring_Scheme
-18.25,-6.5,-6.5,83.75,65.5,90.0,83.5,90.0,83.5,0.06737612388945158,77.5,-10.416666666666671,82.70833333333333,74.625,86.75,86.75,18.531645231872965,8.166241485530538,8.166241485530538,1.0,1.0,1,Kompeten,60200125056,B,UNIFIED
-18.5,11.0,11.0,40.0,21.5,82.5,93.5,82.5,93.5,0.02880342625162881,69.5,1.1666666666666714,68.91666666666667,30.75,88.0,88.0,33.41687447981932,7.3824115301167,7.3824115301167,0.5,1.0,1,Kompeten,60200125057,B,UNIFIED
0.75,0.0,0.0,87.75,88.5,90.0,90.0,90.0,90.0,0.10788379573889005,89.5,0.25,89.375,88.125,90.0,90.0,1.6723860200324565,10.0,10.0,1.0,0.75,1,Kompeten,60200125058,B,UNIFIED
-38.25,-2.0,-2.0,82.75,44.5,91.5,89.5,91.5,89.5,0.037057434206448935,74.5,-14.083333333333329,81.54166666666667,63.625,90.5,90.5,36.873728791647856,9.604686356149273,9.604686356149273,0.75,1.0,1,Kompeten,60200125072,B,UNIFIED
-2.75,-50.0,-50.0,66.75,64.0,50.0,0.0,50.0,0.0,0.023127199867913804,21.333333333333332,-34.25,38.458333333333336,65.375,25.0,25.0,22.708409785804026,43.30127018922193,43.30127018922193,1.0,0.75,1,Kompeten,60200125094,B,UNIFIED
5.75,-40.0,-40.0,82.5,88.25,90.0,50.0,90.0,50.0,0.028175664843718036,62.75,-24.75,75.125,85.375,70.0,70.0,3.3796264586489437,41.23105625617661,41.23105625617661,1.0,1.0,1,Kompeten,60200125096,B,UNIFIED
2.25,-41.5,-41.5,86.5,88.75,91.5,50.0,91.5,50.0,0.02794223055550202,62.916666666666664,-26.916666666666664,76.375,87.625,70.75,70.75,2.724311839712921,41.43292772662825,41.43292772662825,1.0,1.0,1,Kompeten,60200125103,B,UNIFIED
1.75,-7.0,-7.0,87.5,89.25,90.0,83.0,90.0,83.0,0.1314324703084444,85.08333333333333,-4.083333333333343,87.125,88.375,86.5,86.5,2.042516829796024,7.88986691902975,7.88986691902975,1.0,1.0,1,Kompeten,60200125104,B,UNIFIED
2.0,0.0,0.0,85.0,87.0,90.0,90.0,90.0,90.0,0.10327721832081647,89.0,0.6666666666666714,88.66666666666667,86.0,90.0,90.0,3.9370039370059056,10.0,10.0,1.0,1.0,1,Kompeten,60200125113,B,UNIFIED
-14.25,-1.5,-1.5,79.5,65.25,91.5,90.0,91.5,90.0,0.060190215072874025,81.75,-5.75,84.625,72.375,90.75,90.75,18.24614685351403,9.310612224768036,9.310612224768036,1.0,0.75,1,Kompeten,60200125115,B,UNIFIED
1.5,3.5,3.5,87.75,89.25,90.0,93.5,90.0,93.5,0.12151588443866476,92.08333333333333,2.8333333333333286,90.66666666666667,88.5,91.75,91.75,1.1726039399558574,8.613216588476108,8.613216588476108,1.0,1.0,1,Kompeten,60200125123,B,UNIFIED
0.0,-37.5,-37.5,0.0,0.0,37.5,0.0,37.5,0.0,0.034541300504642575,0.0,-25.0,12.5,0.0,18.75,18.75,0.0,32.47595264191645,32.47595264191645,0.0,0.5,1,Kompeten,60200125124,B,UNIFIED
-40.5,2.0,2.0,82.75,42.25,90.0,92.0,90.0,92.0,0.04917945910468028,75.41666666666667,-12.166666666666657,81.5,62.5,91.0,91.0,20.34391801005893,9.1104335791443,9.1104335791443,1.0,1.0,1,Kompeten,60200125126,B,UNIFIED
-40.0,-50.0,-50.0,84.0,44.0,90.0,40.0,90.0,40.0,0.025656418845657752,41.333333333333336,-46.666666666666664,64.66666666666667,64.0,65.0,65.0,37.094473981982816,38.40572873934304,38.40572873934304,0.75,0.75,0,Belum Kompeten,60200125127,B,UNIFIED
-21.0,0.0,0.0,63.25,42.25,90.0,90.0,90.0,90.0,0.043022305006273034,74.08333333333333,-7.0,77.58333333333333,52.75,90.0,90.0,18.955540087267362,10.0,10.0,1.0,1.0,1,Kompeten,60200125128,B,UNIFIED
20.5,-1.5,-1.5,45.0,65.5,91.5,90.0,91.5,90.0,0.034017515726306215,81.83333333333333,5.833333333333329,78.91666666666667,55.25,90.75,90.75,37.490832212689014,9.310612224768036,9.310612224768036,0.75,1.0,1,Kompeten,60200125129,B,UNIFIED
-3.0,2.5,2.5,66.75,63.75,91.0,93.5,91.0,93.5,0.05013349159391665,83.58333333333333,0.6666666666666572,83.25,65.25,92.25,92.25,21.553711977290593,7.949056547792323,7.949056547792323,1.0,1.0,1,Kompeten,60200125155,B,UNIFIED
-2.75,-2.5,-2.5,87.5,84.75,88.0,85.5,88.0,85.5,0.3789558198622683,85.25,-2.5833333333333286,86.54166666666667,86.125,86.75,86.75,2.1028254801575903,1.299038105676658,1.299038105676658,1.0,1.0,1,Kompeten,60200125010,C,UNIFIED
1.75,-2.0,-2.0,84.5,86.25,85.5,83.5,85.5,83.5,0.4181795494231392,84.41666666666667,-0.75,84.79166666666667,85.375,84.5,84.5,0.8926785535678563,1.5,1.5,1.0,1.0,1,Kompeten,60200125011,C,UNIFIED
-1.375,-2.0,-2.0,84.75,83.375,86.5,84.5,86.5,84.5,0.3596017625184847,84.125,-1.7916666666666714,85.02083333333333,84.0625,85.5,85.5,1.27934309315367,1.8027756377319946,1.8027756377319946,1.0,1.0,1,Kompeten,60200125022,C,UNIFIED
-5.25,-3.5,-3.5,86.25,81.0,87.5,84.0,87.5,84.0,0.26352027744646045,83.0,-4.083333333333329,85.04166666666667,83.625,85.75,85.75,2.6545950726994127,2.5860201081971503,2.5860201081971503,1.0,1.0,0,Belum Kompeten,60200125023,C,UNIFIED
-1.0,0.0,0.0,85.0,84.0,86.0,86.0,86.0,86.0,0.27730923082336373,85.33333333333333,-0.3333333333333428,85.5,84.5,86.0,86.0,1.3693063937629153,2.9154759474226504,2.9154759474226504,1.0,1.0,1,Kompeten,60200125024,C,UNIFIED
-14.75,8.0,8.0,81.0,66.25,78.0,86.0,78.0,86.0,0.08700970713702882,79.41666666666667,0.4166666666666714,79.20833333333333,73.625,82.0,82.0,13.658216391608386,6.96419413859206,6.96419413859206,1.0,1.0,0,Belum Kompeten,60200125038,C,UNIFIED
-1.25,-5.0,-5.0,84.75,83.5,90.0,85.0,90.0,85.0,0.2760132006529571,84.5,-3.75,86.375,84.125,87.5,87.5,0.739509972887452,2.5,2.5,1.0,0.75,1,Kompeten,60200125039,C,UNIFIED
3.0,42.0,2.0,83.0,86.0,43.5,85.5,86.5,88.5,0.040263260124784594,86.66666666666667,15.666666666666671,78.83333333333333,84.5,64.5,87.5,1.541103500742244,37.24580513292739,1.5,1.0,1.0,1,Kompeten,60200125040,C,UNIFIED
0.25,9.5,9.5,83.75,84.0,78.0,87.5,78.0,87.5,0.14111110635720642,86.33333333333333,6.416666666666657,83.125,83.875,82.75,82.75,0.960143218483576,7.39509972887452,7.39509972887452,1.0,1.0,0,Belum Kompeten,60200125046,C,UNIFIED
-14.75,-86.0,-26.0,81.5,66.75,86.0,0.0,86.0,60.0,0.030430504648858332,42.25,-42.25,63.375,74.125,43.0,73.0,13.970392800490615,43.05229378325852,19.32614809008769,1.0,0.5,0,Belum Kompeten,60200125059,C,UNIFIED
10.75,2.5,10.75,74.25,85.0,81.5,84.0,73.25,84.0,0.13429380497929083,84.33333333333333,8.0,80.33333333333333,79.625,82.75,78.625,7.748991869914434,1.7853571071357126,7.223010106596833,1.0,1.0,1,Kompeten,60200125060,C,UNIFIED
-0.5,-46.0,-3.5,86.5,86.0,88.5,42.5,88.5,85.0,0.0399238322551593,71.16666666666667,-16.666666666666657,79.5,86.25,65.5,86.75,1.8200274723201295,37.85828839237189,2.0463381929681126,1.0,1.0,1,Kompeten,60200125062,C,UNIFIED
-0.375,1.5,1.5,85.0,84.625,87.5,89.0,87.5,89.0,0.2868342359849001,87.54166666666667,0.875,87.10416666666667,84.8125,88.25,88.25,1.5142551799482147,2.0463381929681126,2.0463381929681126,1.0,1.0,1,Kompeten,60200125083,C,UNIFIED
-0.25,-38.0,4.25,84.0,83.75,78.0,40.0,78.25,82.5,0.041471754465376584,68.75,-11.333333333333329,74.41666666666667,83.875,59.0,80.375,2.301494079940246,34.539832078341085,6.4553756668376785,1.0,0.75,0,Belum Kompeten,60200125084,C,UNIFIED
-1.25,-3.0,-3.0,85.5,84.25,88.0,85.0,88.0,85.0,0.2764175914421616,84.75,-2.4166666666666714,85.95833333333333,84.875,86.5,86.5,1.1388041973930374,2.958039891549808,2.958039891549808,1.0,0.75,0,Belum Kompeten,60200125085,C,UNIFIED
6.849999999999994,-4.0,-4.0,75.5,82.35,83.0,79.0,83.0,79.0,0.16063399643821347,80.11666666666666,-0.38333333333333997,80.30833333333334,78.925,81.0,81.0,6.78541634684269,4.06201920231798,4.06201920231798,1.0,1.0,0,Belum Kompeten,60200125086,C,UNIFIED
0.5,-1.5,-1.5,84.75,85.25,86.5,85.0,86.5,85.0,0.36130209551358533,85.08333333333333,-0.8333333333333428,85.5,85.0,85.75,85.75,2.3717082451262845,1.299038105676658,1.299038105676658,1.0,1.0,1,Kompeten,60200125087,C,UNIFIED
-0.5,-2.5,-2.5,85.75,85.25,86.5,84.0,86.5,84.0,0.36548965473102035,84.41666666666667,-1.8333333333333286,85.33333333333333,85.5,85.25,85.25,1.620185174601965,1.7853571071357126,1.7853571071357126,1.0,1.0,1,Kompeten,60200125105,C,UNIFIED
0.75,2.0,2.0,84.0,84.75,85.5,87.5,85.5,87.5,0.3140874884441968,86.58333333333333,1.5833333333333286,85.79166666666667,84.375,86.5,86.5,1.6723860200324565,2.0615528128088303,2.0615528128088303,1.0,1.0,0,Belum Kompeten,60200125107,C,UNIFIED
6.0,1.5,1.5,79.5,85.5,80.0,81.5,80.0,81.5,0.16083655731989654,82.83333333333333,3.0,81.33333333333333,82.5,80.75,80.75,3.3541019662496847,5.84700778176325,5.84700778176325,1.0,0.5,0,Belum Kompeten,60200125131,C,UNIFIED
8.5,-43.5,0.0,75.5,84.0,85.0,41.5,85.0,85.0,0.04081484968592213,70.16666666666667,-11.666666666666657,76.0,79.75,63.25,85.0,7.685213074469699,36.55389856089224,2.0,1.0,0.5,1,Kompeten,60200125132,C,UNIFIED
3.25,1.0,1.0,81.5,84.75,80.0,81.0,80.0,81.0,0.20655818599611156,82.25,1.75,81.375,83.125,80.5,80.5,1.7809758560968758,4.272001872658765,4.272001872658765,1.0,0.75,1,Kompeten,60200125133,C,UNIFIED
-6.75,-6.5,-6.0,82.5,75.75,87.5,81.0,87.5,81.5,0.16221963004371123,79.41666666666667,-6.416666666666657,82.625,79.125,84.25,84.5,5.845671475544961,3.766629793329841,3.640054944640259,1.0,1.0,0,Belum Kompeten,60200125137,C,UNIFIED
3.0,2.5,2.5,82.25,85.25,84.5,87.0,84.5,87.0,0.3445758436401057,86.41666666666667,2.6666666666666714,85.08333333333333,83.75,85.75,85.75,1.6770509831248424,1.6393596310755,1.6393596310755,1.0,1.0,1,Kompeten,60200125156,C,UNIFIED
-42.0,1.0,1.0,86.0,44.0,90.0,91.0,90.0,91.0,0.03700191482689628,75.33333333333333,-13.333333333333343,82.0,65.0,90.5,90.5,37.64306044943742,9.526279441628825,9.526279441628825,0.75,1.0,1,Kompeten,60200125004,D,UNIFIED
-24.25,-40.0,-40.0,66.75,42.5,90.0,50.0,90.0,50.0,0.02688439699834545,47.5,-34.75,64.875,54.625,70.0,70.0,19.31118523032701,41.23105625617661,41.23105625617661,1.0,1.0,1,Kompeten,60200125013,D,UNIFIED
-19.75,-1.0,-1.0,84.0,64.25,92.5,91.5,92.5,91.5,0.0616476160946407,82.41666666666667,-7.25,86.04166666666667,74.125,92.0,92.0,18.78954163890115,8.031189202104505,8.031189202104505,1.0,1.0,1,Kompeten,60200125026,D,UNIFIED
-23.75,-42.5,-42.5,87.5,63.75,92.5,50.0,92.5,50.0,0.027070903764288563,54.583333333333336,-36.24999999999999,72.70833333333333,75.625,71.25,71.25,20.072913963846904,41.589511899035315,41.589511899035315,1.0,1.0,1,Kompeten,60200125027,D,UNIFIED
-46.0,1.0,1.0,88.75,42.75,90.0,91.0,90.0,91.0,0.03698931747945653,74.91666666666667,-14.666666666666657,82.25,65.75,90.5,90.5,37.9942429849576,9.526279441628825,9.526279441628825,0.75,1.0,1,Kompeten,60200125030,D,UNIFIED
-4.5,-0.5,-0.5,65.5,61.0,93.0,92.5,93.0,92.5,0.05026296969321501,82.0,-1.8333333333333286,82.91666666666667,63.25,92.75,92.75,19.635745465858943,7.258615570478987,7.258615570478987,1.0,1.0,1,Kompeten,60200125041,D,UNIFIED
-22.75,-2.5,-2.5,87.25,64.5,92.5,90.0,92.5,90.0,0.06098927034003001,81.5,-9.25,86.125,75.875,91.25,91.25,19.853762237923572,8.926785535678562,8.926785535678562,1.0,1.0,1,Kompeten,60200125064,D,UNIFIED
-25.0,0.5,0.5,88.25,63.25,90.5,91.0,90.5,91.0,0.05950447794252196,81.75,-8.0,85.75,75.75,90.75,90.75,20.689671336200583,9.256754290786809,9.256754290786809,1.0,1.0,1,Kompeten,60200125066,D,UNIFIED
-0.25,-1.5,-1.5,87.25,87.0,91.5,90.0,91.5,90.0,0.11369510233536538,89.0,-1.0833333333333286,89.54166666666667,87.125,90.75,90.75,0.414578098794425,9.310612224768036,9.310612224768036,1.0,1.0,1,Kompeten,60200125067,D,UNIFIED
-23.75,0.0,0.0,66.0,42.25,90.0,90.0,90.0,90.0,0.042984866508933406,74.08333333333333,-7.916666666666671,78.04166666666667,54.125,90.0,90.0,20.713446719462215,10.0,10.0,1.0,1.0,0,Belum Kompeten,60200125068,D,UNIFIED
-2.0,-40.0,-40.0,64.75,62.75,90.0,50.0,90.0,50.0,0.027017380135252053,54.25,-27.33333333333333,67.91666666666667,63.75,70.0,70.0,21.559510662350387,41.23105625617661,41.23105625617661,1.0,1.0,1,Kompeten,60200125071,D,UNIFIED
-4.5,-2.0,-2.0,45.0,40.5,93.0,91.0,93.0,91.0,0.03187916018986503,74.16666666666667,-2.8333333333333286,75.58333333333333,42.75,92.0,92.0,31.901214710415026,8.12403840463596,8.12403840463596,0.75,1.0,1,Kompeten,60200125076,D,UNIFIED
-20.25,-1.5,-1.5,85.0,64.75,92.5,91.0,92.5,91.0,0.06136012530277151,82.25,-7.75,86.125,74.875,91.75,91.75,19.333827220703096,8.317902379807062,8.317902379807062,1.0,1.0,1,Kompeten,60200125082,D,UNIFIED
-2.25,-40.0,-40.0,67.0,64.75,90.0,50.0,90.0,50.0,0.026900219152485583,54.916666666666664,-27.416666666666664,68.625,65.875,70.0,70.0,22.680870243445245,41.23105625617661,41.23105625617661,1.0,1.0,1,Kompeten,60200125089,D,UNIFIED
-22.25,-1.5,-1.5,86.5,64.25,92.5,91.0,92.5,91.0,0.06074250181334873,82.08333333333333,-8.416666666666671,86.29166666666667,75.375,91.75,91.75,20.00429641352077,8.317902379807062,8.317902379807062,1.0,1.0,1,Kompeten,60200125090,D,UNIFIED
-21.75,2.0,2.0,87.75,66.0,90.0,92.0,90.0,92.0,0.06112394472603928,83.33333333333333,-5.916666666666671,86.29166666666667,76.875,91.0,91.0,20.218725850062857,9.1104335791443,9.1104335791443,1.0,1.0,1,Kompeten,60200125093,D,UNIFIED
-21.75,-2.5,-2.5,87.75,66.0,92.5,90.0,92.5,90.0,0.062179948377633736,82.0,-8.916666666666671,86.45833333333333,76.875,91.25,91.25,19.62898048804369,8.926785535678562,8.926785535678562,1.0,1.0,1,Kompeten,60200125108,D,UNIFIED
-23.0,40.0,40.0,88.25,65.25,50.0,90.0,50.0,90.0,0.027294113763323975,81.75,19.0,72.25,76.75,70.0,70.0,19.488778822696922,41.23105625617661,41.23105625617661,1.0,1.0,0,Belum Kompeten,60200125109,D,UNIFIED
-20.5,-1.5,-1.5,85.0,64.5,92.5,91.0,92.5,91.0,0.06091036309049304,82.16666666666667,-7.833333333333329,86.08333333333333,74.75,91.75,91.75,19.546419109391877,8.317902379807062,8.317902379807062,1.0,1.0,1,Kompeten,60200125110,D,UNIFIED
0.0,-6.5,-6.5,0.0,0.0,92.0,85.5,92.0,85.5,0.023161075288028198,57.0,-4.333333333333336,59.166666666666664,0.0,88.75,88.75,0.0,6.53356717268599,6.53356717268599,0.0,1.0,1,Kompeten,60200125138,D,UNIFIED
-43.5,-1.5,-1.5,85.0,41.5,91.5,90.0,91.5,90.0,0.04832974261860434,73.83333333333333,-15.5,81.58333333333333,63.25,90.75,90.75,22.038318901404434,9.310612224768036,9.310612224768036,1.0,1.0,1,Kompeten,60200125139,D,UNIFIED
-21.75,-2.5,-2.5,86.75,65.0,92.5,90.0,92.5,90.0,0.061421751853337155,81.66666666666667,-8.916666666666657,86.125,75.875,91.25,91.25,19.584352810343262,8.926785535678562,8.926785535678562,1.0,1.0,1,Kompeten,60200125140,D,UNIFIED
