Laporan_Improvement,Respons_Improvement,TP_Improvement,Laporan_EarlyMean,Laporan_LateMean,Respons_EarlyMean,Respons_LateMean,TP_EarlyMean,TP_LateMean,Overall_Consistency,Overall_Recent_Mean,Overall_Trend,Performance_Mean,Laporan_Mean,Respons_Mean,TP_Mean,Laporan_Std,Respons_Std,TP_Std,Laporan_Completion_Rate,Attendance_PreFinal_Rate,Competency_Label,Competency_Name,NIM,Class,Scoring_Scheme
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0,Belum Kompeten,60200122119,A,UNIFIED
23.33333333333333,0.6666666666666714,0.6666666666666714,65.5,88.83333333333333,85.0,85.66666666666667,85.0,85.66666666666667,0.09756111852515593,87.25,8.75,83.43333333333334,79.5,85.4,85.4,15.15915564930976,1.3564659966250536,1.3564659966250536,1.0,1.0,1,Kompeten,60200125001,A,UNIFIED
8.75,-58.0,-16.66666666666667,66.25,75.0,84.0,26.0,84.0,67.33333333333333,0.03277553407843382,63.333333333333336,-14.749999999999993,64.9,71.5,49.2,74.0,17.72004514666935,40.31079259950119,17.34358671094304,1.0,0.8,0,Belum Kompeten,60200125006,A,UNIFIED
11.166666666666671,-4.166666666666671,-4.166666666666671,76.5,87.66666666666667,87.5,83.33333333333333,87.5,83.33333333333333,0.15621986843851485,85.0,1.1666666666666714,84.4,83.2,85.0,85.0,8.328265125462805,2.8284271247461903,2.8284271247461903,1.0,1.0,1,Kompeten,60200125007,A,UNIFIED
1.8333333333333286,-63.33333333333333,-23.0,85.0,86.83333333333333,84.0,20.666666666666668,84.0,61.0,0.03283352767980325,63.416666666666664,-20.916666666666664,67.43333333333334,86.1,46.0,70.2,2.0591260281974,38.49155751590211,17.37124060048677,1.0,0.6,1,Kompeten,60200125016,A,UNIFIED
-41.5,-40.0,-40.0,41.5,0.0,40.0,0.0,40.0,0.0,0.02993458790994157,0.0,-40.5,16.2,16.6,16.0,16.0,33.20000000000001,32.0,32.0,0.2,0.7,0,Belum Kompeten,60200125017,A,UNIFIED
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Belum Kompeten,60200125018,A,UNIFIED
7.333333333333329,-53.83333333333333,-27.166666666666664,68.5,75.83333333333333,81.5,27.666666666666668,81.5,54.333333333333336,0.03235162591708621,63.916666666666664,-13.250000000000007,62.43333333333333,72.9,49.2,65.2,18.762729012593027,40.18656491913684,20.604853797103246,1.0,0.7,1,Kompeten,60200125031,A,UNIFIED
-4.0,-8.166666666666671,-8.166666666666671,83.5,79.5,85.5,77.33333333333333,85.5,77.33333333333333,0.10977682274715915,74.16666666666667,-10.666666666666657,80.76666666666667,81.1,80.6,80.6,7.418894796396563,8.42852300228219,8.42852300228219,1.0,1.0,1,Kompeten,60200125032,A,UNIFIED
3.3333333333333286,-28.333333333333336,0.0,85.5,88.83333333333333,85.0,56.666666666666664,85.0,85.0,0.044085741857521614,72.33333333333333,-12.833333333333343,80.16666666666667,87.5,68.0,85.0,3.0495901363953815,34.14674215792775,3.1622776601683795,1.0,1.0,1,Kompeten,60200125033,A,UNIFIED
6.166666666666671,34.83333333333333,-10.666666666666671,76.0,82.16666666666667,43.5,78.33333333333333,89.0,78.33333333333333,0.04353872741807071,79.83333333333333,10.333333333333329,75.56666666666666,79.7,64.4,82.6,10.141991914806479,32.970289655991806,8.16333265278342,1.0,0.8,1,Kompeten,60200125034,A,UNIFIED
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Belum Kompeten,60200125047,A,UNIFIED
6.166666666666671,-33.0,-4.666666666666671,75.5,81.66666666666667,90.0,57.0,90.0,85.33333333333333,0.043039061091544525,72.41666666666667,-12.75,78.86666666666666,79.2,70.2,87.2,9.846826900072937,35.159067109353174,2.3151673805580453,1.0,1.0,1,Kompeten,60200125049,A,UNIFIED
2.8333333333333286,-25.0,1.3333333333333286,85.0,87.83333333333333,83.0,58.0,83.0,84.33333333333333,0.044606891016040574,71.66666666666667,-12.0,79.5,86.7,68.0,83.8,1.74928556845359,34.10571799566753,2.7129319932501073,1.0,1.0,1,Kompeten,60200125050,A,UNIFIED
-42.5,-82.5,-82.5,42.5,0.0,82.5,0.0,82.5,0.0,0.024905282123785056,0.0,-69.16666666666667,27.666666666666668,17.0,33.0,33.0,34.0,40.44749683231337,40.44749683231337,0.2,0.8,0,Belum Kompeten,60200125051,A,UNIFIED
13.5,-1.6666666666666714,-1.6666666666666714,65.5,79.0,84.0,82.33333333333333,84.0,82.33333333333333,0.09875656213529953,83.41666666666667,5.583333333333343,79.86666666666666,73.6,83.0,83.0,13.672600337902077,1.4142135623730951,1.4142135623730951,1.0,1.0,0,Belum Kompeten,60200125053,A,UNIFIED
12.916666666666671,-10.333333333333329,-10.333333333333329,75.75,88.66666666666667,88.0,77.66666666666667,88.0,77.66666666666667,0.10755552783479,79.41666666666667,-4.5,82.36666666666666,83.5,81.8,81.8,8.264381404557755,8.255906976220118,8.255906976220118,1.0,1.0,1,Kompeten,60200125074,A,UNIFIED
4.166666666666671,43.0,3.0,82.5,86.66666666666667,40.0,83.0,80.0,83.0,0.0456701390022444,84.33333333333333,16.83333333333333,77.53333333333333,85.0,65.8,81.8,2.280350850198276,32.97514215283992,2.4,1.0,0.8,1,Kompeten,60200125075,A,UNIFIED
