Laporan_Improvement,Respons_Improvement,TP_Improvement,Laporan_EarlyMean,Laporan_LateMean,Respons_EarlyMean,Respons_LateMean,TP_EarlyMean,TP_LateMean,Overall_Consistency,Overall_Recent_Mean,Overall_Trend,Performance_Mean,Laporan_Mean,Respons_Mean,TP_Mean,Laporan_Std,Respons_Std,TP_Std,Laporan_Completion_Rate,Attendance_PreFinal_Rate,Competency_Label,Competency_Name,NIM,Class,Scoring_Scheme
14.166666666666671,-27.000000000000007,2.3333333333333286,73.33333333333333,87.5,84.66666666666667,57.666666666666664,84.66666666666667,87.0,0.046257215553473466,65.125,-13.375,79.57894736842105,81.42857142857143,71.16666666666667,85.83333333333333,13.586833362352191,31.850780559072994,1.5723301886761005,1.0,0.8571428571428571,1,Kompeten,60200125001,A,UNIFIED
1.125,-0.6666666666666643,14.0,72.5,73.625,56.0,55.333333333333336,69.33333333333333,83.33333333333333,0.03496797159833761,82.625,4.541666666666671,68.63157894736842,73.14285714285714,55.666666666666664,76.33333333333333,16.55017109474419,39.53760516549052,16.669999666733318,1.0,0.7142857142857143,0,Belum Kompeten,60200125006,A,UNIFIED
7.666666666666671,-1.6666666666666572,-1.6666666666666572,79.33333333333333,87.0,86.33333333333333,84.66666666666667,86.33333333333333,84.66666666666667,0.16171784798600064,86.5,2.6666666666666714,84.84210526315789,83.71428571428571,85.5,85.5,7.572776160399183,2.8136571693556887,2.8136571693556887,1.0,1.0,1,Kompeten,60200125007,A,UNIFIED
1.75,-35.33333333333333,8.0,85.0,86.75,56.0,20.666666666666668,69.33333333333333,77.33333333333333,0.030842499503772238,65.125,-19.20833333333333,66.94736842105263,86.0,38.333333333333336,73.33333333333333,3.5355339059327378,39.09674609933102,17.336538165261125,1.0,0.7142857142857143,1,Kompeten,60200125016,A,UNIFIED
-11.416666666666668,-26.666666666666668,-26.666666666666668,27.666666666666668,16.25,26.666666666666668,0.0,26.666666666666668,0.0,0.030715268574783804,16.25,-24.25,16.210526315789473,21.142857142857142,13.333333333333334,13.333333333333334,33.77415990888627,29.81423969999719,29.81423969999719,0.2857142857142857,0.6428571428571429,0,Belum Kompeten,60200125017,A,UNIFIED
24.416666666666664,1.3333333333333286,1.3333333333333286,62.333333333333336,86.75,54.333333333333336,55.666666666666664,67.66666666666667,69.0,0.0343832354543507,84.375,7.208333333333329,67.05263157894737,76.28571428571429,55.0,68.33333333333333,16.928119342968845,38.91015291668744,20.07209228976613,1.0,0.7857142857142857,1,Kompeten,60200125031,A,UNIFIED
-6.916666666666671,-9.0,-8.833333333333343,84.16666666666667,77.25,85.66666666666667,76.66666666666667,85.66666666666667,76.83333333333333,0.10556375185476641,81.125,-3.7083333333333286,80.84210526315789,80.21428571428571,81.16666666666667,81.25,9.463679225850585,7.797791710193057,7.830229881682913,1.0,0.8571428571428571,1,Kompeten,60200125032,A,UNIFIED
3.8333333333333286,-27.333333333333336,1.0,86.16666666666667,90.0,85.0,57.666666666666664,85.0,86.0,0.048478672234503264,89.25,4.083333333333329,82.07894736842105,88.35714285714286,71.33333333333333,85.5,2.9242127843512455,32.05030767749699,3.095695936834452,1.0,1.0,1,Kompeten,60200125033,A,UNIFIED
14.208333333333329,19.999999999999993,-10.333333333333343,73.16666666666667,87.375,57.333333333333336,77.33333333333333,87.66666666666667,77.33333333333333,0.047890866443321654,83.625,14.125,77.26315789473684,81.28571428571429,67.33333333333333,82.5,9.361231385946214,30.804040139061126,7.455423082115014,1.0,0.8571428571428571,1,Kompeten,60200125034,A,UNIFIED
14.416666666666671,-30.33333333333333,-2.0,72.83333333333333,87.25,88.33333333333333,58.0,88.33333333333333,86.33333333333333,0.047354427397705824,86.875,1.7083333333333286,80.55263157894737,81.07142857142857,73.16666666666667,87.33333333333333,9.351961488023216,32.774058169364515,2.1343747458109497,1.0,1.0,1,Kompeten,60200125049,A,UNIFIED
-3.6666666666666714,-54.66666666666667,1.0,86.16666666666667,82.5,84.0,29.333333333333332,84.0,85.0,0.03642261265866639,60.75,-22.91666666666667,75.55263157894737,84.07142857142857,56.666666666666664,84.5,8.006375010972603,40.14418457953226,2.9297326385411577,1.0,0.8571428571428571,1,Kompeten,60200125050,A,UNIFIED
-12.083333333333332,-55.0,-55.0,28.333333333333332,16.25,55.0,0.0,55.0,0.0,0.02604298177515077,16.25,-52.91666666666667,25.263157894736842,21.428571428571427,27.5,27.5,34.30059201012277,38.917648096118725,38.917648096118725,0.2857142857142857,0.5714285714285714,0,Belum Kompeten,60200125051,A,UNIFIED
19.29166666666667,1.0,1.0,65.83333333333333,85.125,83.33333333333333,84.33333333333333,83.33333333333333,84.33333333333333,0.1028023452456514,86.5,8.666666666666671,81.26315789473684,76.85714285714286,83.83333333333333,83.83333333333333,12.930347155085219,2.266911751455907,2.266911751455907,1.0,1.0,0,Belum Kompeten,60200125053,A,UNIFIED
7.583333333333329,-9.666666666666671,-9.666666666666671,79.66666666666667,87.25,86.66666666666667,77.0,86.66666666666667,77.0,0.11600010468672745,83.625,-0.2916666666666714,82.63157894736842,84.0,81.83333333333333,81.83333333333333,7.5687326736854885,7.536946036396675,7.536946036396675,1.0,1.0,1,Kompeten,60200125074,A,UNIFIED
2.4583333333333286,1.0,3.6666666666666714,83.66666666666667,86.125,54.333333333333336,55.333333333333336,81.0,84.66666666666667,0.03723212327578949,64.625,-2.875,74.8157894736842,85.07142857142857,54.833333333333336,82.83333333333333,3.4061768621618183,38.8261795985933,3.1841621957571333,1.0,0.7857142857142857,1,Kompeten,60200125075,A,UNIFIED
0.0,-26.666666666666668,-26.666666666666668,0.0,0.0,26.666666666666668,0.0,26.666666666666668,0.0,0.0391368349153,0.0,-26.666666666666668,8.421052631578947,0.0,13.333333333333334,13.333333333333334,0.0,29.81423969999719,29.81423969999719,0.0,0.2857142857142857,0,Belum Kompeten,60200125077,A,UNIFIED
14.291666666666671,-28.333333333333336,-15.0,72.83333333333333,87.125,84.66666666666667,56.333333333333336,84.66666666666667,69.66666666666667,0.044781992501513754,52.625,-26.45833333333333,76.47368421052632,81.0,70.5,77.16666666666667,9.411239481143202,31.58454263296104,16.727389382553262,1.0,0.8571428571428571,1,Kompeten,60200125078,A,UNIFIED
29.083333333333336,23.666666666666664,12.0,62.666666666666664,91.75,58.333333333333336,82.0,71.66666666666667,83.66666666666667,0.04078736751914133,89.875,8.541666666666671,75.89473684210526,79.28571428571429,70.16666666666667,77.66666666666667,18.662141093778107,31.5722275988812,17.288403306519918,1.0,0.8571428571428571,1,Kompeten,60200125099,A,UNIFIED
7.375,-7.333333333333329,-5.666666666666657,78.5,85.875,84.33333333333333,77.0,84.33333333333333,78.66666666666667,0.12092426863062865,85.875,3.9583333333333286,81.6842105263158,82.71428571428571,80.66666666666667,81.5,6.734013571081529,7.180219742846006,7.783529619223745,1.0,1.0,0,Belum Kompeten,60200125100,A,UNIFIED
6.791666666666671,0.0,0.0,79.83333333333333,86.625,85.66666666666667,85.66666666666667,85.66666666666667,85.66666666666667,0.16891498632139515,86.625,2.5416666666666714,84.94736842105263,83.71428571428571,85.66666666666667,85.66666666666667,7.410692771053107,2.2110831935702664,2.2110831935702664,1.0,1.0,1,Kompeten,60200125101,A,UNIFIED
7.75,-7.833333333333329,-7.833333333333329,79.0,86.75,85.5,77.66666666666667,85.5,77.66666666666667,0.126424057480399,84.375,2.125,82.26315789473684,83.42857142857143,81.58333333333333,81.58333333333333,7.168525308739645,6.660935036130856,6.660935036130856,1.0,1.0,1,Kompeten,60200125114,A,UNIFIED
