TP_Mean,TP_Std,TP_Min,TP_Max,TP_Last2_Mean,TP_First2_Mean,TP_Trend,Respons_Mean,Respons_Std,Respons_Min,Respons_Max,Respons_Last2_Mean,Respons_Trend,Laporan_Mean,Laporan_Std,Laporan_Min,Laporan_Max,Laporan_Last2_Mean,Laporan_Trend,Attendance_PreFinal_Rate,Absence_Count,Partial_Attendance_Count,TP_Completion_Rate,Respons_Completion_Rate,Laporan_Completion_Rate,Performance_Mean,Performance_Std,Performance_Late_Mean,Performance_Trend,Competency_Label,Competency_Name,NIM,Class,Scoring_Scheme
82.4,6.406246951218787,70.0,88.0,76.5,86.5,-6.833333333333329,82.4,6.406246951218787,70.0,88.0,76.5,-6.833333333333329,84.25,1.2041594578792296,82.5,86.0,83.75,-0.8333333333333286,1.0,0,0,1.0,1.0,1.0,83.01666666666667,5.348260360985513,78.91666666666667,-7.0,1,Kompeten,60200125022,C,UNIFIED
85.2,2.5612496949731396,83.0,90.0,83.0,87.5,-3.8333333333333286,85.2,2.5612496949731396,83.0,90.0,83.0,-3.8333333333333286,83.9,2.437211521390788,80.5,86.5,82.75,-3.9166666666666714,1.0,0,0,1.0,1.0,1.0,84.76666666666667,2.594010194445829,82.91666666666667,-4.166666666666657,0,Belum Kompeten,60200125023,C,UNIFIED
85.8,2.6381811916545836,82.0,90.0,83.5,86.0,-0.3333333333333286,82.0,8.414273587185052,66.0,90.0,74.0,-6.666666666666671,84.6,1.2409673645990857,82.5,86.0,83.75,-0.6666666666666714,1.0,0,0,1.0,1.0,1.0,84.13333333333334,5.380417166808619,80.41666666666667,-5.25,1,Kompeten,60200125024,C,UNIFIED
82.4,6.280127387243032,70.0,87.0,84.5,78.0,7.333333333333329,65.6,33.38622470420997,0.0,87.0,42.5,-20.666666666666664,75.8,12.967652061957862,50.0,84.5,83.5,-8.666666666666671,1.0,0,0,1.0,0.8,1.0,74.6,22.10218692045352,70.16666666666667,-8.833333333333329,0,Belum Kompeten,60200125038,C,UNIFIED
86.8,2.6381811916545836,84.0,90.0,84.5,90.0,-5.333333333333329,86.8,2.6381811916545836,84.0,90.0,84.5,-5.333333333333329,84.3,0.7483314773547882,83.0,85.0,84.0,-0.75,0.8,1,0,1.0,1.0,1.0,85.96666666666667,2.4931015935086878,84.33333333333333,-3.9166666666666714,1,Kompeten,60200125039,C,UNIFIED
83.2,8.704022058795578,66.0,90.0,76.5,86.5,-5.5,64.8,33.31906361229259,0.0,87.0,75.5,35.5,85.2,1.96468827043885,82.5,88.0,87.0,3.6666666666666714,1.0,0,0,1.0,0.8,1.0,77.73333333333333,21.929330941812964,79.66666666666667,8.666666666666671,1,Kompeten,60200125040,C,UNIFIED
79.4,9.414881836751857,66.0,88.0,77.0,78.0,2.3333333333333286,79.4,9.414881836751857,66.0,88.0,77.0,2.3333333333333286,84.2,1.0770329614269007,82.5,85.5,84.5,0.75,1.0,0,0,1.0,1.0,1.0,81.0,8.037412518964047,79.5,-0.4166666666666714,0,Belum Kompeten,60200125046,C,UNIFIED
75.2,17.83704011320264,40.0,89.0,62.0,86.0,-18.0,51.2,41.85403206382869,0.0,89.0,42.0,-58.0,75.7,12.886426967938009,50.0,83.5,82.75,-9.666666666666671,0.6,2,0,1.0,0.6,1.0,67.36666666666666,29.598123063614842,62.25,-22.25,0,Belum Kompeten,60200125059,C,UNIFIED
75.7,8.715503427800371,64.0,85.0,74.5,73.25,4.083333333333329,80.0,5.727128425310541,69.0,85.0,77.0,-2.5,80.6,7.2,66.5,86.5,84.0,10.583333333333329,1.0,0,0,1.0,1.0,1.0,78.76666666666667,7.635152621628173,78.5,2.1666666666666714,1,Kompeten,60200125060,C,UNIFIED
86.6,1.8547236990991405,85.0,90.0,85.5,88.5,-3.1666666666666714,65.6,33.86207317929604,0.0,90.0,33.0,-38.166666666666664,85.7,1.96468827043885,83.5,89.0,84.5,-1.3333333333333286,0.9,0,1,1.0,0.8,1.0,79.3,21.877537948011124,67.66666666666667,-20.166666666666657,1,Kompeten,60200125062,C,UNIFIED
87.8,2.039607805437114,85.0,90.0,87.0,87.5,0.5,87.8,2.039607805437114,85.0,90.0,87.0,0.5,85.05,1.4352700094407322,82.5,86.75,84.25,0.0833333333333286,1.0,0,0,1.0,1.0,1.0,86.88333333333334,2.267279328965788,86.08333333333333,-0.5833333333333428,1,Kompeten,60200125083,C,UNIFIED
72.3,17.151093259614676,40.0,86.5,62.5,78.25,-9.916666666666671,47.2,38.876213807417,0.0,86.0,0.0,-51.33333333333333,84.0,2.073644135332772,81.0,87.0,83.5,0.0,0.6,2,0,1.0,0.6,1.0,67.83333333333333,28.96472950944917,48.666666666666664,-31.416666666666664,0,Belum Kompeten,60200125084,C,UNIFIED
86.4,2.6532998322843198,82.0,90.0,87.0,88.0,-2.6666666666666714,86.4,2.6532998322843198,82.0,90.0,87.0,-2.6666666666666714,85.1,1.1135528725660044,83.0,86.0,84.5,-0.6666666666666714,0.8,1,0,1.0,1.0,1.0,85.96666666666667,2.341414577178126,86.16666666666667,-1.0,0,Belum Kompeten,60200125085,C,UNIFIED
81.2,3.6551333764994136,75.0,86.0,82.5,83.0,-3.0,82.4,4.586937976471886,75.0,88.0,85.5,-1.0,79.74,6.284138763585668,67.5,84.5,81.6,7.066666666666663,1.0,0,0,1.0,1.0,1.0,81.11333333333333,5.0806648733758815,83.2,2.700000000000003,0,Belum Kompeten,60200125086,C,UNIFIED
85.8,1.16619037896906,85.0,88.0,85.5,86.5,-1.1666666666666714,85.8,1.16619037896906,85.0,88.0,85.5,-1.1666666666666714,85.0,2.1213203435596424,82.0,88.5,83.5,0.4166666666666714,1.0,0,0,1.0,1.0,1.0,85.53333333333333,1.5965240019770728,84.83333333333333,-1.0833333333333428,1,Kompeten,60200125087,C,UNIFIED
85.4,1.624807680927192,83.0,88.0,84.5,86.5,-1.8333333333333286,85.4,1.624807680927192,83.0,88.0,84.5,-1.8333333333333286,85.4,1.4628738838327793,83.0,87.5,84.0,-0.5833333333333286,1.0,0,0,1.0,1.0,1.0,85.4,1.572683481611393,84.33333333333333,-1.9166666666666714,1,Kompeten,60200125105,C,UNIFIED
