TP_Mean,TP_Std,TP_Min,TP_Max,TP_Last2_Mean,TP_First2_Mean,TP_Trend,Respons_Mean,Respons_Std,Respons_Min,Respons_Max,Respons_Last2_Mean,Respons_Trend,Laporan_Mean,Laporan_Std,Laporan_Min,Laporan_Max,Laporan_Last2_Mean,Laporan_Trend,Attendance_PreFinal_Rate,Absence_Count,Partial_Attendance_Count,TP_Completion_Rate,Respons_Completion_Rate,Laporan_Completion_Rate,Performance_Mean,Performance_Std,Performance_Late_Mean,Performance_Trend,Competency_Label,Competency_Name,NIM,Class,Scoring_Scheme
84.75,0.4330127018922193,84.0,85.0,84.5,85.0,-0.5,84.75,0.4330127018922193,84.0,85.0,84.5,-0.5,76.5,15.56438241627338,50.0,89.0,87.5,22.0,1.0,0,0,1.0,1.0,1.0,82.0,9.797958971132712,85.5,7.0,1,Kompeten,60200125001,A,UNIFIED
71.5,18.567444627627143,40.0,88.0,59.0,84.0,-25.0,61.5,35.703641270884404,0.0,88.0,39.0,-45.0,66.875,16.898132293244718,50.0,85.0,67.5,1.25,0.75,1,0,1.0,0.75,1.0,66.625,25.52868076628063,55.166666666666664,-22.916666666666664,0,Belum Kompeten,60200125006,A,UNIFIED
84.75,3.112474899497183,80.0,88.0,82.0,87.5,-5.5,84.75,3.112474899497183,80.0,88.0,82.0,-5.5,80.875,7.724757277740188,67.5,85.5,85.25,8.75,1.0,0,0,1.0,1.0,1.0,83.45833333333333,5.4484643606147305,83.08333333333333,-0.75,1,Kompeten,60200125007,A,UNIFIED
72.25,18.872930350107268,40.0,88.0,60.5,84.0,-23.5,42.0,42.09513035969837,0.0,88.0,0.0,-84.0,85.125,0.739509972887452,84.0,86.0,85.25,0.25,0.75,1,0,1.0,0.5,1.0,66.45833333333333,32.19178099902037,48.583333333333336,-35.74999999999999,1,Kompeten,60200125016,A,UNIFIED
20.0,34.64101615137755,0.0,80.0,0.0,40.0,-40.0,20.0,34.64101615137755,0.0,80.0,0.0,-40.0,20.75,35.94005425705421,0.0,83.0,0.0,-41.5,0.75,0,2,0.25,0.25,0.25,20.25,35.08115591026043,0.0,-40.5,0,Belum Kompeten,60200125017,A,UNIFIED
60.75,20.777090749188154,40.0,83.0,40.0,81.5,-41.5,40.75,40.76380134383936,0.0,83.0,0.0,-81.5,68.375,18.375850320461364,50.0,87.0,68.25,-0.25,0.875,0,1,1.0,0.5,1.0,56.625,30.757875007874,36.083333333333336,-41.083333333333336,1,Kompeten,60200125031,A,UNIFIED
84.75,1.6393596310755,82.0,86.0,84.0,85.5,-1.5,84.75,1.6393596310755,82.0,86.0,84.0,-1.5,84.75,1.479019945774904,82.5,86.5,86.0,2.5,1.0,0,0,1.0,1.0,1.0,84.75,1.5877132402714709,84.66666666666667,-0.1666666666666572,1,Kompeten,60200125032,A,UNIFIED
85.0,3.5355339059327378,80.0,90.0,85.0,85.0,0.0,63.75,36.9754986443726,0.0,90.0,42.5,-42.5,86.25,1.9525624189766635,83.0,88.0,87.0,1.5,1.0,0,0,1.0,0.75,1.0,78.33333333333333,23.827796559667217,71.5,-13.666666666666671,1,Kompeten,60200125033,A,UNIFIED
86.5,2.692582403567252,83.0,90.0,84.0,89.0,-5.0,63.75,36.83323906473608,0.0,87.0,84.0,40.5,76.5,8.796306042879591,67.5,86.5,77.0,1.0,0.75,1,0,1.0,0.75,1.0,75.58333333333333,23.814240604217378,81.66666666666667,12.166666666666671,1,Kompeten,60200125034,A,UNIFIED
87.5,2.5,85.0,90.0,85.0,90.0,-5.0,66.25,38.3038836151114,0.0,90.0,42.5,-47.5,76.25,8.814051281902097,67.5,86.5,77.0,1.5,1.0,0,0,1.0,0.75,1.0,76.66666666666667,24.33904042662506,68.16666666666667,-17.0,1,Kompeten,60200125049,A,UNIFIED
