,Attendance_PreFinal_Rate,TP_Mean,Respons_Mean,Laporan_Mean,TP_Completion_Rate,Respons_Completion_Rate,Laporan_Completion_Rate,Performance_Volatility,TP_Std,Respons_Std,Laporan_Std,TP_Min,TP_Max,Respons_Min,Respons_Max,Laporan_Min,Laporan_Max,TP_Trend,Respons_Trend,Laporan_Trend,TP_Last2_Mean,Respons_Last2_Mean,Laporan_Last2_Mean,TP_LateEarly_Gap,Respons_LateEarly_Gap,Laporan_LateEarly_Gap,Activity_Score
Laporan_Max,0.7243174735973986,0.7971407219588098,0.7440687638717902,0.7881608109388308,0.7686122912735109,0.7051756646121193,0.8177277856856896,-0.006781460828212767,-0.19130039862314596,-0.09955200132068014,0.38601605507101017,0.4418304456575777,0.4452864981807781,0.34495413810986975,0.44310669129935604,0.5045251482322368,1.0,-0.2898311983118509,-0.2690909683233176,-0.06225248300555507,0.2795431665203243,0.2795431665203243,0.7495429539373363,-0.2898311983118509,-0.2690909683233176,-0.06225248300555507,0.8195801992440338
TP_Trend,-0.06578409794374404,-0.10482026592894512,-0.11928646434965827,-0.20759713966508994,-0.09142696076011195,-0.10392815346108253,-0.17615382092492735,-0.0110101642807133,-0.028192739507143807,-0.02333156149793939,-0.16806357673962,0.01777219671064345,0.09487314628573913,0.021759193102043866,0.09680351336815689,-0.05841563138369513,-0.2898311983118509,1.0,0.8559997121892946,0.18538267347391083,0.19742851983010754,0.19742851983010754,-0.16981315061298607,1.0,0.8559997121892946,0.18538267347391083,-0.1358250191540308
Respons_Trend,-0.07915433027815585,-0.11556973568472238,-0.09969760686813203,-0.22628959859927975,-0.08706566114853027,-0.07414692840997578,-0.1738733761542026,-0.006200404744553494,0.03540264204217382,-0.07752988328233561,-0.10031413678859409,-0.04156098880364472,0.09653960099172755,0.06505542824863234,0.09626236486508805,-0.09911711699177227,-0.2690909683233176,0.8559997121892946,1.0,0.13679734361936624,0.2170761506685966,0.2170761506685966,-0.15122996467858574,0.8559997121892945,1.0,0.13679734361936624,-0.14179402385078013
Laporan_Trend,-0.12239669862367393,-0.06656136519589495,-0.12287329387117532,-0.020208163670900763,-0.13895750700926263,-0.19228041621891198,-0.28378822763958583,-0.07411471390637224,-0.1869249300541703,-0.06705791451072939,-0.049708837802180585,0.15483303905577045,-0.16161834510221887,0.039038413860140946,-0.16369621931137499,0.039701232404311726,-0.06225248300555507,0.18538267347391083,0.13679734361936624,1.0,-0.2521975220150742,-0.2521975220150742,0.4030329032878461,0.18538267347391083,0.13679734361936632,1.0,-0.08746392496090957
TP_Last2_Mean,0.46312846257593754,0.45315419233627346,0.5489555192384482,0.0723251129241827,0.6129780844170938,0.6915946405957545,0.359471471333501,0.16700149163505812,-0.015023818143851812,-0.22800237449980718,0.39631419928923134,0.17793447001017337,0.38731230560820545,0.37351737931485296,0.39082411292792385,-0.08291235904500743,0.2795431665203243,0.19742851983010754,0.2170761506685966,-0.2521975220150742,1.0,1.0,0.0436543332775521,0.19742851983010754,0.21707615066859653,-0.2521975220150742,0.4076600873524165
Respons_Last2_Mean,0.46312846257593754,0.45315419233627346,0.5489555192384482,0.0723251129241827,0.6129780844170938,0.6915946405957545,0.359471471333501,0.16700149163505812,-0.015023818143851812,-0.22800237449980718,0.39631419928923134,0.17793447001017337,0.38731230560820545,0.37351737931485296,0.39082411292792385,-0.08291235904500743,0.2795431665203243,0.19742851983010754,0.2170761506685966,-0.2521975220150742,1.0,1.0,0.0436543332775521,0.19742851983010754,0.21707615066859653,-0.2521975220150742,0.4076600873524165
Laporan_Last2_Mean,0.535837402747361,0.68569433093498,0.6009296318308217,0.7862178560437425,0.597006758654247,0.5057738747302615,0.6072446612589695,-0.2726291922416881,-0.3981147312530985,-0.23349574380999313,0.05636303779881347,0.510815567288767,0.1775379114288175,0.3448829628793564,0.17405104030602386,0.6462769935408651,0.7495429539373363,-0.16981315061298607,-0.15122996467858574,0.4030329032878461,0.0436543332775521,0.0436543332775521,1.0,-0.1698131506129861,-0.15122996467858574,0.4030329032878461,0.7034633106905711
TP_LateEarly_Gap,-0.06578409794374404,-0.10482026592894512,-0.11928646434965827,-0.20759713966508994,-0.09142696076011195,-0.10392815346108253,-0.17615382092492735,-0.0110101642807133,-0.028192739507143807,-0.02333156149793939,-0.16806357673962,0.01777219671064345,0.09487314628573913,0.021759193102043866,0.09680351336815689,-0.05841563138369513,-0.2898311983118509,1.0,0.8559997121892945,0.18538267347391083,0.19742851983010754,0.19742851983010754,-0.1698131506129861,1.0,0.8559997121892946,0.18538267347391083,-0.1358250191540308
Respons_LateEarly_Gap,-0.07915433027815585,-0.11556973568472238,-0.09969760686813203,-0.22628959859927975,-0.08706566114853027,-0.07414692840997578,-0.1738733761542026,-0.006200404744553494,0.03540264204217382,-0.07752988328233561,-0.10031413678859409,-0.04156098880364472,0.09653960099172755,0.06505542824863234,0.09626236486508805,-0.09911711699177227,-0.2690909683233176,0.8559997121892946,1.0,0.13679734361936632,0.21707615066859653,0.21707615066859653,-0.15122996467858574,0.8559997121892946,1.0,0.13679734361936624,-0.14179402385078013
Laporan_LateEarly_Gap,-0.12239669862367393,-0.06656136519589495,-0.12287329387117532,-0.020208163670900763,-0.13895750700926263,-0.19228041621891198,-0.28378822763958583,-0.07411471390637224,-0.1869249300541703,-0.06705791451072939,-0.049708837802180585,0.15483303905577045,-0.16161834510221887,0.039038413860140946,-0.16369621931137499,0.039701232404311726,-0.06225248300555507,0.18538267347391083,0.13679734361936624,1.0,-0.2521975220150742,-0.2521975220150742,0.4030329032878461,0.18538267347391083,0.13679734361936624,1.0,-0.08746392496090957
Activity_Score,0.9258197873991342,0.9730511523565586,0.9583831807293889,0.875174138191535,0.9339902563586927,0.9081845780377098,0.8953172581493131,-0.2967473798641954,-0.4692881817953977,-0.402977714208911,0.06984246699821045,0.6798137769012536,0.4464991570829286,0.5992304134301673,0.4447553671377833,0.6668243943135265,0.8195801992440338,-0.1358250191540308,-0.14179402385078013,-0.08746392496090957,0.4076600873524165,0.4076600873524165,0.7034633106905711,-0.1358250191540308,-0.14179402385078013,-0.08746392496090957,1.0
