,Attendance_PreFinal_Rate,TP_Mean,Respons_Mean,Laporan_Mean,TP_Completion_Rate,Respons_Completion_Rate,Laporan_Completion_Rate,Performance_Volatility,TP_Std,Respons_Std,Laporan_Std,TP_Min,TP_Max,Respons_Min,Respons_Max,Laporan_Min,Laporan_Max,TP_Trend,Respons_Trend,Laporan_Trend,TP_Last2_Mean,Respons_Last2_Mean,Laporan_Last2_Mean,TP_LateEarly_Gap,Respons_LateEarly_Gap,Laporan_LateEarly_Gap,Activity_Score
Attendance_PreFinal_Rate,1.0,0.8605850648941294,0.9215932031837235,0.6922149390105371,0.8435920142614074,0.8947125332506098,0.7591983120035866,-0.16211022512734152,-0.30912003333517507,-0.33815914356884647,0.1697211425617406,0.5766463658380067,0.5904185646139718,0.576784275156109,0.5893565330689099,0.4881793318808732,0.7243174735973986,-0.06578409794374404,-0.07915433027815585,-0.12239669862367393,0.46312846257593754,0.46312846257593754,0.535837402747361,-0.06578409794374404,-0.07915433027815585,-0.12239669862367393,0.9258197873991342
TP_Mean,0.8605850648941294,1.0,0.936714853132316,0.8309281570057685,0.9723893679300621,0.8975680628253201,0.8832308491941364,-0.23226797566428709,-0.5065837003615999,-0.3916286076321822,0.10354525525297308,0.7099072665665727,0.41971027787441395,0.5902899095299259,0.4174201577333828,0.6249936430491357,0.7971407219588098,-0.10482026592894512,-0.11556973568472238,-0.06656136519589495,0.45315419233627346,0.45315419233627346,0.68569433093498,-0.10482026592894512,-0.11556973568472238,-0.06656136519589495,0.9730511523565586
Respons_Mean,0.9215932031837235,0.936714853132316,1.0,0.72475617566286,0.9276299547163804,0.9766561790694758,0.8079260066080287,-0.27523027618326573,-0.4365570601857572,-0.4997265593887016,0.17895112869605687,0.6461518358393653,0.44087245879910864,0.6836072260638086,0.4420756329731901,0.5066548191977601,0.7440687638717902,-0.11928646434965827,-0.09969760686813203,-0.12287329387117532,0.5489555192384482,0.5489555192384482,0.6009296318308217,-0.11928646434965827,-0.09969760686813203,-0.12287329387117532,0.9583831807293889
Laporan_Mean,0.6922149390105371,0.8309281570057685,0.72475617566286,1.0,0.7422319072540049,0.6301593899413779,0.8814550592590731,-0.42015413154849884,-0.4835414812714761,-0.2711580030062118,-0.17419782491602667,0.5990085495835823,0.2397666370185929,0.3906296710802499,0.23549925055621546,0.848519092188651,0.7881608109388308,-0.20759713966508994,-0.22628959859927975,-0.020208163670900763,0.0723251129241827,0.0723251129241827,0.7862178560437425,-0.20759713966508994,-0.22628959859927975,-0.020208163670900763,0.875174138191535
TP_Completion_Rate,0.8435920142614074,0.9723893679300621,0.9276299547163804,0.7422319072540049,1.0,0.9374612628261908,0.8666713150148722,-0.12152574228608043,-0.4138357171041278,-0.35755672163363994,0.20622620404570258,0.6313928709897351,0.46676367490293713,0.5710964259500416,0.4655232138388281,0.5053973636565724,0.7686122912735109,-0.09142696076011195,-0.08706566114853027,-0.13895750700926263,0.6129780844170938,0.6129780844170938,0.597006758654247,-0.09142696076011195,-0.08706566114853027,-0.13895750700926263,0.9339902563586927
Respons_Completion_Rate,0.8947125332506098,0.8975680628253201,0.9766561790694758,0.6301593899413779,0.9374612628261908,1.0,0.7777773038062229,-0.1685168673404606,-0.3493725381370209,-0.4607906592960938,0.27057961973243627,0.569090686950289,0.4786850652483843,0.6540200677578437,0.4804171949157467,0.3871634965404741,0.7051756646121193,-0.10392815346108253,-0.07414692840997578,-0.19228041621891198,0.6915946405957545,0.6915946405957545,0.5057738747302615,-0.10392815346108253,-0.07414692840997578,-0.19228041621891198,0.9081845780377098
Laporan_Completion_Rate,0.7591983120035866,0.8832308491941364,0.8079260066080287,0.8814550592590731,0.8666713150148722,0.7777773038062229,1.0,-0.21498537623783012,-0.3277504299277485,-0.20873578347604707,0.025846151245226507,0.49218702061615216,0.37945839702566336,0.3745517963587358,0.3771112075062127,0.6879965482027431,0.8177277856856896,-0.17615382092492735,-0.1738733761542026,-0.28378822763958583,0.359471471333501,0.359471471333501,0.6072446612589695,-0.17615382092492735,-0.1738733761542026,-0.28378822763958583,0.8953172581493131
Performance_Volatility,-0.16211022512734152,-0.23226797566428709,-0.27523027618326573,-0.42015413154849884,-0.12152574228608043,-0.1685168673404606,-0.21498537623783012,1.0,0.7884005912216252,0.7972722500201054,0.6476700911111671,-0.572527862851945,0.42254826760461034,-0.5714379607254805,0.4215296288745943,-0.6204522405186689,-0.006781460828212767,-0.0110101642807133,-0.006200404744553494,-0.07411471390637224,0.16700149163505812,0.16700149163505812,-0.2726291922416881,-0.0110101642807133,-0.006200404744553494,-0.07411471390637224,-0.2967473798641954
TP_Std,-0.30912003333517507,-0.5065837003615999,-0.4365570601857572,-0.4835414812714761,-0.4138357171041278,-0.3493725381370209,-0.3277504299277485,0.7884005912216252,1.0,0.805752720587053,0.3871315266068489,-0.8699730641126513,0.31262076267163363,-0.6802933811400753,0.3149793118718712,-0.5695519869101091,-0.19130039862314596,-0.028192739507143807,0.03540264204217382,-0.1869249300541703,-0.015023818143851812,-0.015023818143851812,-0.3981147312530985,-0.028192739507143807,0.03540264204217382,-0.1869249300541703,-0.4692881817953977
Respons_Std,-0.33815914356884647,-0.3916286076321822,-0.4997265593887016,-0.2711580030062118,-0.35755672163363994,-0.4607906592960938,-0.20873578347604707,0.7972722500201054,0.805752720587053,1.0,0.2094748106454036,-0.7003392962279695,0.2462843067958484,-0.873121926341324,0.24230805498848954,-0.3233693784124937,-0.09955200132068014,-0.02333156149793939,-0.07752988328233561,-0.06705791451072939,-0.22800237449980718,-0.22800237449980718,-0.23349574380999313,-0.02333156149793939,-0.07752988328233561,-0.06705791451072939,-0.402977714208911
Laporan_Std,0.1697211425617406,0.10354525525297308,0.17895112869605687,-0.17419782491602667,0.20622620404570258,0.27057961973243627,0.025846151245226507,0.6476700911111671,0.3871315266068489,0.2094748106454036,1.0,-0.17187154827884726,0.32100684055344775,-0.006664673500097759,0.32463859331434497,-0.573394318146107,0.38601605507101017,-0.16806357673962,-0.10031413678859409,-0.049708837802180585,0.39631419928923134,0.39631419928923134,0.05636303779881347,-0.16806357673962,-0.10031413678859409,-0.049708837802180585,0.06984246699821045
TP_Min,0.5766463658380067,0.7099072665665727,0.6461518358393653,0.5990085495835823,0.6313928709897351,0.569090686950289,0.49218702061615216,-0.572527862851945,-0.8699730641126513,-0.7003392962279695,-0.17187154827884726,1.0,0.12756949220875688,0.8249497865119115,0.125126018719911,0.5794646302161887,0.4418304456575777,0.01777219671064345,-0.04156098880364472,0.15483303905577045,0.17793447001017337,0.17793447001017337,0.510815567288767,0.01777219671064345,-0.04156098880364472,0.15483303905577045,0.6798137769012536
TP_Max,0.5904185646139718,0.41971027787441395,0.44087245879910864,0.2397666370185929,0.46676367490293713,0.4786850652483843,0.37945839702566336,0.42254826760461034,0.31262076267163363,0.2462843067958484,0.32100684055344775,0.12756949220875688,1.0,0.17603041218560603,0.9996046469330623,0.0762323727316592,0.4452864981807781,0.09487314628573913,0.09653960099172755,-0.16161834510221887,0.38731230560820545,0.38731230560820545,0.1775379114288175,0.09487314628573913,0.09653960099172755,-0.16161834510221887,0.4464991570829286
Respons_Min,0.576784275156109,0.5902899095299259,0.6836072260638086,0.3906296710802499,0.5710964259500416,0.6540200677578437,0.3745517963587358,-0.5714379607254805,-0.6802933811400753,-0.873121926341324,-0.006664673500097759,0.8249497865119115,0.17603041218560603,1.0,0.18007323458460497,0.3411156434878045,0.34495413810986975,0.021759193102043866,0.06505542824863234,0.039038413860140946,0.37351737931485296,0.37351737931485296,0.3448829628793564,0.021759193102043866,0.06505542824863234,0.039038413860140946,0.5992304134301673
Respons_Max,0.5893565330689099,0.4174201577333828,0.4420756329731901,0.23549925055621546,0.4655232138388281,0.4804171949157467,0.3771112075062127,0.4215296288745943,0.3149793118718712,0.24230805498848954,0.32463859331434497,0.125126018719911,0.9996046469330623,0.18007323458460497,1.0,0.07072669408417531,0.44310669129935604,0.09680351336815689,0.09626236486508805,-0.16369621931137499,0.39082411292792385,0.39082411292792385,0.17405104030602386,0.09680351336815689,0.09626236486508805,-0.16369621931137499,0.4447553671377833
Laporan_Min,0.4881793318808732,0.6249936430491357,0.5066548191977601,0.848519092188651,0.5053973636565724,0.3871634965404741,0.6879965482027431,-0.6204522405186689,-0.5695519869101091,-0.3233693784124937,-0.573394318146107,0.5794646302161887,0.0762323727316592,0.3411156434878045,0.07072669408417531,1.0,0.5045251482322368,-0.05841563138369513,-0.09911711699177227,0.039701232404311726,-0.08291235904500743,-0.08291235904500743,0.6462769935408651,-0.05841563138369513,-0.09911711699177227,0.039701232404311726,0.6668243943135265
