,Attendance_PreFinal_Rate,TP_Mean,Respons_Mean,Laporan_Mean,TP_Completion_Rate,Respons_Completion_Rate,Laporan_Completion_Rate
Attendance_PreFinal_Rate,1.0,0.7563084481260306,0.8380618599604021,0.29552480684769733,0.6429182658917517,0.8196528381790175,0.48521177672177274
TP_Mean,0.7563084481260306,1.0,0.9108444554984825,0.47645544153398467,0.9467511012651212,0.9166066959908524,0.6680010243792258
Respons_Mean,0.8380618599604021,0.9108444554984825,1.0,0.28685205457069685,0.78572308983888,0.9722951998128104,0.5159292267754293
Laporan_Mean,0.29552480684769733,0.47645544153398467,0.28685205457069685,1.0,0.637727306778924,0.4252842679799174,0.8305585261254163
TP_Completion_Rate,0.6429182658917517,0.9467511012651212,0.78572308983888,0.637727306778924,1.0,0.8586082656507924,0.7387695359178257
Respons_Completion_Rate,0.8196528381790175,0.9166066959908524,0.9722951998128104,0.4252842679799174,0.8586082656507924,1.0,0.5883437625745651
Laporan_Completion_Rate,0.48521177672177274,0.6680010243792258,0.5159292267754293,0.8305585261254163,0.7387695359178257,0.5883437625745651,1.0
