,Attendance_PreFinal_Rate,TP_Mean,Respons_Mean,Laporan_Mean,TP_Completion_Rate,Respons_Completion_Rate,Laporan_Completion_Rate,Performance_Volatility,TP_Std,Respons_Std,Laporan_Std,TP_Min,TP_Max,Respons_Min,Respons_Max,Laporan_Min,Laporan_Max,TP_Trend,Respons_Trend,Laporan_Trend,TP_Last2_Mean,Respons_Last2_Mean,Laporan_Last2_Mean,TP_LateEarly_Gap,Respons_LateEarly_Gap,Laporan_LateEarly_Gap,Activity_Score
Attendance_PreFinal_Rate,1.0,0.7795840042396843,0.8511820177365467,0.35197605151728173,0.7591820961989488,0.7923089463318586,0.508413312373575,-0.3936297202646776,-0.38700608055954044,-0.545288417041953,-0.19007061729689853,0.48089748611761224,0.4641195288189217,0.5921999688334982,0.4636976083169572,0.3189579326380517,0.3363764100142194,0.0852845022179659,0.16006676226117034,-0.08044961500030008,0.43575803054632517,0.43575803054632517,0.1162480172156234,0.0852845022179659,0.16006676226117034,-0.08044961500030008,0.8370015661414618
TP_Mean,0.7795840042396843,1.0,0.9205369413578355,0.5337146787430891,0.9085735640788515,0.8073473733124303,0.641203956624844,-0.4343555356396408,-0.5582581864530624,-0.490098410055756,-0.3091266525411389,0.6520943336907324,0.49859006277809664,0.5625005192639895,0.4965711978641148,0.46386577690536807,0.41628016732309026,0.19400601561247607,0.13959367567228653,-0.033888396980290954,0.3643517577565381,0.3643517577565381,0.2340114470534769,0.19400601561247607,0.13959367567228653,-0.033888396980290954,0.9438273529707566
Respons_Mean,0.8511820177365467,0.9205369413578355,1.0,0.39190068166893394,0.9075237567367024,0.9331705547268873,0.5940383841783616,-0.42244246925763745,-0.42050804613290993,-0.6150794390331711,-0.170046617691783,0.5307536093680777,0.5537074635666206,0.6850969143204986,0.556381252447091,0.3199617667002264,0.38349936544861296,0.1416587324767971,0.18685684142575643,-0.13121798425203998,0.5017661611597671,0.5017661611597671,0.1430980012835261,0.1416587324767971,0.18685684142575643,-0.13121798425203998,0.9095118607041711
Laporan_Mean,0.35197605151728173,0.5337146787430891,0.39190068166893394,1.0,0.3034096638117947,0.18001186917210557,0.6602062475058851,-0.6641868440188954,-0.45377303125407964,-0.2296846968091499,-0.6671907719879622,0.4538720358411807,0.07767795335414912,0.22127825770961257,0.07369530187634821,0.8093948349015437,0.6264339326408845,0.03862882628872267,-0.01346784170102736,0.16515799407321932,-0.2627591843758054,-0.2627591843758054,0.5837214710109392,0.03862882628872267,-0.01346784170102736,0.16515799407321932,0.7142906368534517
TP_Completion_Rate,0.7591820961989488,0.9085735640788515,0.9075237567367024,0.3034096638117947,1.0,0.9433576486779905,0.6207268006891599,-0.19620501638796964,-0.33093668165815915,-0.4100747354641598,-0.04345307301282066,0.4579800370245738,0.6418019999237011,0.5196497599913511,0.6417274592521051,0.2045218747134461,0.3769902448207312,0.15157377997520427,0.14340758392356068,-0.20911668596025473,0.652261430491987,0.652261430491987,0.033675297690319836,0.15157377997520427,0.14340758392356068,-0.20911668596025473,0.825855592930116
Respons_Completion_Rate,0.7923089463318586,0.8073473733124303,0.9331705547268873,0.18001186917210557,0.9433576486779905,1.0,0.5486653435172271,-0.19040690378691452,-0.21968553278439207,-0.5016006608561555,0.056402723641215985,0.35369718897899854,0.6532267574899563,0.5994993777095156,0.6562326601626264,0.08888868391605806,0.3315708327412601,0.0915182897988883,0.15549950008768978,-0.2840236761411737,0.724926607689504,0.724926607689504,-0.04118501314349572,0.0915182897988883,0.15549950008768978,-0.2840236761411737,0.7665408107024324
Laporan_Completion_Rate,0.508413312373575,0.641203956624844,0.5940383841783616,0.6602062475058851,0.6207268006891599,0.5486653435172271,1.0,-0.33229379536245707,-0.1628535231570541,-0.1371422380832348,-0.39704385961375854,0.23323625981488208,0.45231676565511697,0.20094464423175504,0.450942775594249,0.5356715402475469,0.546736788914036,0.06410813530506367,0.046353557221947256,-0.34695036013934466,0.24711083072401818,0.24711083072401818,0.08101014930226873,0.06410813530506367,0.046353557221947256,-0.34695036013934466,0.7217308458719316
Performance_Volatility,-0.3936297202646776,-0.4343555356396408,-0.42244246925763745,-0.6641868440188954,-0.19620501638796964,-0.19040690378691452,-0.33229379536245707,1.0,0.8014325863247737,0.7808058622653052,0.748565831656416,-0.7093612862050962,0.275835313951745,-0.662352357348621,0.27503981859623783,-0.7813173714043635,-0.2524946650426117,-0.1397421011344686,-0.11993989954741895,-0.24231226697956373,0.17593576130904345,0.17593576130904345,-0.5151844449770147,-0.1397421011344686,-0.11993989954741895,-0.24231226697956373,-0.5830015644263196
TP_Std,-0.38700608055954044,-0.5582581864530624,-0.42050804613290993,-0.45377303125407964,-0.33093668165815915,-0.21968553278439207,-0.1628535231570541,0.8014325863247737,1.0,0.7656070075233581,0.5551007354070112,-0.9268112871700371,0.2983664003494361,-0.6732803448361218,0.3006474914056387,-0.5978955457285312,-0.137103964089504,-0.23348030283099055,-0.12674475522730744,-0.32306416632058105,0.07076666984913954,0.07076666984913954,-0.4505082770924558,-0.23348030283099055,-0.12674475522730744,-0.32306416632058105,-0.5429196058451815
Respons_Std,-0.545288417041953,-0.490098410055756,-0.6150794390331711,-0.2296846968091499,-0.4100747354641598,-0.5016006608561555,-0.1371422380832348,0.7808058622653052,0.7656070075233581,1.0,0.3098723743674156,-0.7319229283905817,0.14075455966036593,-0.9287209230068434,0.1363250965984305,-0.3578413535502543,-0.10688912094858904,-0.16532729742145535,-0.20005629238330327,-0.12877669215087637,-0.21567202993042625,-0.21567202993042625,-0.2818181063713983,-0.16532729742145535,-0.20005629238330327,-0.12877669215087637,-0.5371353825902364
Laporan_Std,-0.19007061729689853,-0.3091266525411389,-0.170046617691783,-0.6671907719879622,-0.04345307301282066,0.056402723641215985,-0.39704385961375854,0.748565831656416,0.5551007354070112,0.3098723743674156,1.0,-0.46993624762336894,0.194516141377704,-0.2170633265461156,0.19864944520289352,-0.9044309046167496,-0.03985108013229345,-0.14095069983518443,-0.06647755688793058,-0.23751200418317928,0.3034462437626858,0.3034462437626858,-0.36912455426788204,-0.14095069983518443,-0.06647755688793058,-0.23751200418317928,-0.42423108352082717
TP_Min,0.48089748611761224,0.6520943336907324,0.5307536093680777,0.4538720358411807,0.4579800370245738,0.35369718897899854,0.23323625981488208,-0.7093612862050962,-0.9268112871700371,-0.7319229283905817,-0.46993624762336894,1.0,-0.015045185955225712,0.7771398187193086,-0.01742703619389167,0.5344360163139574,0.19013721654853588,0.22340233639880527,0.1317321990325492,0.23287584534814504,0.036681322090372476,0.036681322090372476,0.34824526574483017,0.22340233639880527,0.1317321990325492,0.23287584534814504,0.6255175717886667
TP_Max,0.4641195288189217,0.49859006277809664,0.5537074635666206,0.07767795335414912,0.6418019999237011,0.6532267574899563,0.45231676565511697,0.275835313951745,0.2983664003494361,0.14075455966036593,0.194516141377704,-0.015045185955225712,1.0,0.12682754438295257,0.9991786714989427,-0.08750508016011732,0.244956669827537,-0.019809533239699157,0.03098718141207715,-0.37691148896127713,0.5160487229704078,0.5160487229704078,-0.24696996213878614,-0.019809533239699157,0.03098718141207715,-0.37691148896127713,0.44902296626780647
Respons_Min,0.5921999688334982,0.5625005192639895,0.6850969143204986,0.22127825770961257,0.5196497599913511,0.5994993777095156,0.20094464423175504,-0.662352357348621,-0.6732803448361218,-0.9287209230068434,-0.2170633265461156,0.7771398187193086,0.12682754438295257,1.0,0.1312877736024747,0.28458959899113134,0.14880609502251216,0.1663666102877568,0.19732522346544204,0.041668583638804525,0.30834890560826955,0.30834890560826955,0.1739580869437644,0.1663666102877568,0.19732522346544204,0.041668583638804525,0.5877466107995009
Respons_Max,0.4636976083169572,0.4965711978641148,0.556381252447091,0.07369530187634821,0.6417274592521051,0.6562326601626264,0.450942775594249,0.27503981859623783,0.3006474914056387,0.1363250965984305,0.19864944520289352,-0.01742703619389167,0.9991786714989427,0.1312877736024747,1.0,-0.09220597465263101,0.24329628651971474,-0.018171837866882493,0.03151943170807311,-0.3794900351831647,0.5193482080922706,0.5193482080922706,-0.24948321260612114,-0.018171837866882493,0.03151943170807311,-0.3794900351831647,0.4477555813362021
Laporan_Min,0.3189579326380517,0.46386577690536807,0.3199617667002264,0.8093948349015437,0.2045218747134461,0.08888868391605806,0.5356715402475469,-0.7813173714043635,-0.5978955457285312,-0.3578413535502543,-0.9044309046167496,0.5344360163139574,-0.08750508016011732,0.28458959899113134,-0.09220597465263101,1.0,0.3594407065781788,0.2165083055238485,0.14537782557464696,0.24764271870981966,-0.2123044930759806,-0.2123044930759806,0.5555388939810708,0.2165083055238485,0.14537782557464696,0.24764271870981966,0.5956578008405952
Laporan_Max,0.3363764100142194,0.41628016732309026,0.38349936544861296,0.6264339326408845,0.3769902448207312,0.3315708327412601,0.546736788914036,-0.2524946650426117,-0.137103964089504,-0.10688912094858904,-0.03985108013229345,0.19013721654853588,0.244956669827537,0.14880609502251216,0.24329628651971474,0.3594407065781788,1.0,-0.05216122210616592,-0.04682234885399272,0.02846680294347428,0.02903327275329824,0.02903327275329824,0.5151243373328944,-0.05216122210616592,-0.04682234885399272,0.02846680294347428,0.5398383811713864
TP_Trend,0.0852845022179659,0.19400601561247607,0.1416587324767971,0.03862882628872267,0.15157377997520427,0.0915182897988883,0.06410813530506367,-0.1397421011344686,-0.23348030283099055,-0.16532729742145535,-0.14095069983518443,0.22340233639880527,-0.019809533239699157,0.1663666102877568,-0.018171837866882493,0.2165083055238485,-0.05216122210616592,1.0,0.805885929609075,0.3275567248553264,0.31593387593368283,0.31593387593368283,0.28948295026876647,1.0,0.805885929609075,0.3275567248553264,0.13447214801349727
Respons_Trend,0.16006676226117034,0.13959367567228653,0.18685684142575643,-0.01346784170102736,0.14340758392356068,0.15549950008768978,0.046353557221947256,-0.11993989954741895,-0.12674475522730744,-0.20005629238330327,-0.06647755688793058,0.1317321990325492,0.03098718141207715,0.19732522346544204,0.03151943170807311,0.14537782557464696,-0.04682234885399272,0.805885929609075,1.0,0.23658158364418083,0.3229722411728024,0.3229722411728024,0.2598176903334566,0.805885929609075,1.0,0.23658158364418083,0.12950288097468093
Laporan_Trend,-0.08044961500030008,-0.033888396980290954,-0.13121798425203998,0.16515799407321932,-0.20911668596025473,-0.2840236761411737,-0.34695036013934466,-0.24231226697956373,-0.32306416632058105,-0.12877669215087637,-0.23751200418317928,0.23287584534814504,-0.37691148896127713,0.041668583638804525,-0.3794900351831647,0.24764271870981966,0.02846680294347428,0.3275567248553264,0.23658158364418083,1.0,-0.33904743034197493,-0.33904743034197493,0.7008191537450766,0.3275567248553264,0.23658158364418083,1.0,-0.009487199143667985
TP_Last2_Mean,0.43575803054632517,0.3643517577565381,0.5017661611597671,-0.2627591843758054,0.652261430491987,0.724926607689504,0.24711083072401818,0.17593576130904345,0.07076666984913954,-0.21567202993042625,0.3034462437626858,0.036681322090372476,0.5160487229704078,0.30834890560826955,0.5193482080922706,-0.2123044930759806,0.02903327275329824,0.31593387593368283,0.3229722411728024,-0.33904743034197493,1.0,1.0,-0.2754988832465647,0.31593387593368283,0.3229722411728024,-0.33904743034197493,0.2649255899969963
Respons_Last2_Mean,0.43575803054632517,0.3643517577565381,0.5017661611597671,-0.2627591843758054,0.652261430491987,0.724926607689504,0.24711083072401818,0.17593576130904345,0.07076666984913954,-0.21567202993042625,0.3034462437626858,0.036681322090372476,0.5160487229704078,0.30834890560826955,0.5193482080922706,-0.2123044930759806,0.02903327275329824,0.31593387593368283,0.3229722411728024,-0.33904743034197493,1.0,1.0,-0.2754988832465647,0.31593387593368283,0.3229722411728024,-0.33904743034197493,0.2649255899969963
Laporan_Last2_Mean,0.1162480172156234,0.2340114470534769,0.1430980012835261,0.5837214710109392,0.033675297690319836,-0.04118501314349572,0.08101014930226873,-0.5151844449770147,-0.4505082770924558,-0.2818181063713983,-0.36912455426788204,0.34824526574483017,-0.24696996213878614,0.1739580869437644,-0.24948321260612114,0.5555388939810708,0.5151243373328944,0.28948295026876647,0.2598176903334566,0.7008191537450766,-0.2754988832465647,-0.2754988832465647,1.0,0.28948295026876636,0.2598176903334566,0.7008191537450766,0.34802361410541455
TP_LateEarly_Gap,0.0852845022179659,0.19400601561247607,0.1416587324767971,0.03862882628872267,0.15157377997520427,0.0915182897988883,0.06410813530506367,-0.1397421011344686,-0.23348030283099055,-0.16532729742145535,-0.14095069983518443,0.22340233639880527,-0.019809533239699157,0.1663666102877568,-0.018171837866882493,0.2165083055238485,-0.05216122210616592,1.0,0.805885929609075,0.3275567248553264,0.31593387593368283,0.31593387593368283,0.28948295026876636,1.0,0.805885929609075,0.3275567248553264,0.13447214801349727
Respons_LateEarly_Gap,0.16006676226117034,0.13959367567228653,0.18685684142575643,-0.01346784170102736,0.14340758392356068,0.15549950008768978,0.046353557221947256,-0.11993989954741895,-0.12674475522730744,-0.20005629238330327,-0.06647755688793058,0.1317321990325492,0.03098718141207715,0.19732522346544204,0.03151943170807311,0.14537782557464696,-0.04682234885399272,0.805885929609075,1.0,0.23658158364418083,0.3229722411728024,0.3229722411728024,0.2598176903334566,0.805885929609075,1.0,0.23658158364418083,0.12950288097468093
Laporan_LateEarly_Gap,-0.08044961500030008,-0.033888396980290954,-0.13121798425203998,0.16515799407321932,-0.20911668596025473,-0.2840236761411737,-0.34695036013934466,-0.24231226697956373,-0.32306416632058105,-0.12877669215087637,-0.23751200418317928,0.23287584534814504,-0.37691148896127713,0.041668583638804525,-0.3794900351831647,0.24764271870981966,0.02846680294347428,0.3275567248553264,0.23658158364418083,1.0,-0.33904743034197493,-0.33904743034197493,0.7008191537450766,0.3275567248553264,0.23658158364418083,1.0,-0.009487199143667985
