,Attendance_PreFinal_Rate,TP_Mean,Respons_Mean,Laporan_Mean,TP_Completion_Rate,Respons_Completion_Rate,Laporan_Completion_Rate,Performance_Volatility
Attendance_PreFinal_Rate,1.0,0.7795840042396843,0.8511820177365467,0.35197605151728173,0.7591820961989488,0.7923089463318586,0.508413312373575,-0.3936297202646776
TP_Mean,0.7795840042396843,1.0,0.9205369413578355,0.5337146787430891,0.9085735640788515,0.8073473733124303,0.641203956624844,-0.4343555356396408
Respons_Mean,0.8511820177365467,0.9205369413578355,1.0,0.39190068166893394,0.9075237567367024,0.9331705547268873,0.5940383841783616,-0.42244246925763745
Laporan_Mean,0.35197605151728173,0.5337146787430891,0.39190068166893394,1.0,0.3034096638117947,0.18001186917210557,0.6602062475058851,-0.6641868440188954
TP_Completion_Rate,0.7591820961989488,0.9085735640788515,0.9075237567367024,0.3034096638117947,1.0,0.9433576486779905,0.6207268006891599,-0.19620501638796964
Respons_Completion_Rate,0.7923089463318586,0.8073473733124303,0.9331705547268873,0.18001186917210557,0.9433576486779905,1.0,0.5486653435172271,-0.19040690378691452
Laporan_Completion_Rate,0.508413312373575,0.641203956624844,0.5940383841783616,0.6602062475058851,0.6207268006891599,0.5486653435172271,1.0,-0.33229379536245707
Performance_Volatility,-0.3936297202646776,-0.4343555356396408,-0.42244246925763745,-0.6641868440188954,-0.19620501638796964,-0.19040690378691452,-0.33229379536245707,1.0
