,TP_Mean,TP_Std,TP_Min,TP_Max,TP_Last2_Mean,TP_First2_Mean,TP_Trend,Respons_Mean,Respons_Std,Respons_Min,Respons_Max,Respons_Last2_Mean,Respons_Trend,Laporan_Mean,Laporan_Std,Laporan_Min,Laporan_Max,Laporan_Last2_Mean,Laporan_Trend,Attendance_PreFinal_Rate,Absence_Count,Partial_Attendance_Count,TP_Completion_Rate,Respons_Completion_Rate,Laporan_Completion_Rate,Performance_Mean,Performance_Std,Performance_Late_Mean,Performance_Trend
Respons_Max,0.4965711978641148,0.3006474914056387,-0.01742703619389167,0.9991786714989427,0.5193482080922706,0.5588351808151367,-0.018171837866882506,0.556381252447091,0.1363250965984305,0.1312877736024747,1.0,0.5193482080922706,0.03151943170807311,0.0736953018763481,0.19864944520289354,-0.09220597465263101,0.24329628651971474,-0.24948321260612114,-0.3794900351831647,0.46369760831695706,-0.043248066150989625,-0.7652018145907477,0.6417274592521051,0.656232660162626,0.450942775594249,0.4183838098816404,0.27503981859623783,-0.08584748375957499,-0.4084413890583439
Respons_Last2_Mean,0.3643517577565381,0.07076666984913954,0.036681322090372476,0.5160487229704078,1.0,0.2094622751541489,0.31593387593368283,0.5017661611597671,-0.21567202993042625,0.30834890560826955,0.5193482080922706,1.0,0.3229722411728024,-0.2627591843758054,0.3034462437626858,-0.21230449307598062,0.029033272753298145,-0.2754988832465647,-0.33904743034197493,0.4357580305463252,-0.38336634360382676,-0.17153259570892926,0.652261430491987,0.7249266076895042,0.2471108307240181,0.20693084960774114,0.17593576130904345,0.30134051924622224,0.17103440217159857
Respons_Trend,0.13959367567228653,-0.12674475522730744,0.1317321990325492,0.03098718141207715,0.3229722411728024,-0.08809999056234777,0.805885929609075,0.18685684142575643,-0.20005629238330327,0.19732522346544204,0.03151943170807311,0.3229722411728024,1.0,-0.01346784170102734,-0.06647755688793057,0.14537782557464696,-0.046822348853992585,0.2598176903334566,0.23658158364418083,0.16006676226117036,-0.17211265497791947,-0.013016186605274345,0.14340758392356068,0.1554995000876898,0.04635355722194727,0.1139121988719404,-0.1199398995474189,0.5582146281480749,0.5710014862176538
Laporan_Mean,0.5337146787430891,-0.4537730312540797,0.4538720358411807,0.07767795335414883,-0.2627591843758054,0.40403176009379366,0.038628826288722676,0.39190068166893394,-0.22968469680914996,0.22127825770961262,0.0736953018763481,-0.2627591843758054,-0.01346784170102734,1.0,-0.6671907719879622,0.8093948349015437,0.6264339326408845,0.5837214710109392,0.16515799407321932,0.3519760515172816,-0.17230863159162252,-0.3579918862352503,0.3034096638117947,0.18001186917210557,0.6602062475058851,0.7719669096036686,-0.6641868440188954,0.34174317394954673,-0.06692673190068772
Laporan_Std,-0.3091266525411389,0.5551007354070112,-0.4699362476233689,0.19451614137770395,0.3034462437626858,-0.06293397616290207,-0.14095069983518443,-0.170046617691783,0.3098723743674156,-0.2170633265461156,0.19864944520289354,0.3034462437626858,-0.06647755688793057,-0.6671907719879622,1.0,-0.9044309046167496,-0.03985108013229345,-0.36912455426788204,-0.23751200418317928,-0.1900706172968985,0.15286169013653383,0.09775684465248469,-0.04345307301282066,0.056402723641215964,-0.3970438596137587,-0.4656274567219794,0.748565831656416,-0.36161992264704584,-0.19651544672744545
Laporan_Min,0.46386577690536807,-0.5978955457285312,0.5344360163139574,-0.08750508016011732,-0.21230449307598062,0.2160865815777462,0.21650830552384842,0.3199617667002264,-0.3578413535502543,0.28458959899113134,-0.09220597465263101,-0.21230449307598062,0.14537782557464696,0.8093948349015437,-0.9044309046167496,1.0,0.3594407065781788,0.5555388939810708,0.24764271870981966,0.3189579326380518,-0.24653505978879933,-0.17999478428914106,0.20452187471344616,0.08888868391605813,0.5356715402475473,0.6385916590302114,-0.7813173714043635,0.5138347738498074,0.22007327073369146
Laporan_Max,0.41628016732309026,-0.137103964089504,0.19013721654853588,0.244956669827537,0.029033272753298145,0.37661726155242337,-0.05216122210616583,0.38349936544861296,-0.10688912094858904,0.14880609502251216,0.24329628651971474,0.029033272753298145,-0.046822348853992585,0.6264339326408845,-0.03985108013229345,0.3594407065781788,1.0,0.5151243373328944,0.02846680294347428,0.3363764100142196,-0.2154798328878461,-0.2609508733203254,0.37699024482073107,0.3315708327412603,0.546736788914036,0.5638096188965854,-0.25249466504261164,0.2121846536171109,-0.12345499741200175
Laporan_Last2_Mean,0.2340114470534769,-0.4505082770924558,0.34824526574483017,-0.24696996213878614,-0.2754988832465647,0.08179404201722124,0.28948295026876647,0.1430980012835261,-0.2818181063713983,0.1739580869437644,-0.24948321260612114,-0.2754988832465647,0.2598176903334566,0.5837214710109392,-0.36912455426788204,0.5555388939810708,0.5151243373328944,1.0,0.7008191537450766,0.11624801721562338,-0.14705300000178204,0.02578652010620635,0.033675297690319926,-0.04118501314349569,0.08101014930226877,0.3895310919958945,-0.5151844449770147,0.620450617378342,0.4967202852254892
Laporan_Trend,-0.033888396980290954,-0.32306416632058105,0.23287584534814504,-0.37691148896127713,-0.33904743034197493,-0.18698119062987975,0.3275567248553264,-0.13121798425203998,-0.12877669215087637,0.041668583638804525,-0.3794900351831647,-0.33904743034197493,0.23658158364418083,0.16515799407321932,-0.23751200418317928,0.24764271870981966,0.02846680294347428,0.7008191537450766,1.0,-0.08044961500030003,-0.014384987400752348,0.16772987962138672,-0.20911668596025465,-0.2840236761411737,-0.34695036013934466,0.010320623018305296,-0.24231226697956373,0.4146436075836867,0.5867660252514152
Attendance_PreFinal_Rate,0.779584004239684,-0.38700608055954044,0.4808974861176124,0.4641195288189215,0.4357580305463252,0.6787559193878603,0.08528450221796596,0.8511820177365467,-0.5452884170419529,0.5921999688334983,0.46369760831695706,0.4357580305463252,0.16006676226117036,0.3519760515172816,-0.1900706172968985,0.3189579326380518,0.3363764100142196,0.11624801721562338,-0.08044961500030003,1.0,-0.8331279566784574,-0.4681589868376665,0.7591820961989488,0.7923089463318586,0.508413312373575,0.7522310614783849,-0.3936297202646776,0.40099676933144157,-0.050282916242968725
Absence_Count,-0.4772944427249905,0.47352289605078135,-0.43700373772211826,-0.04324573186193109,-0.38336634360382676,-0.3546449986257909,-0.07409505838022948,-0.575601625498202,0.6458339258766156,-0.5642650079713318,-0.043248066150989625,-0.38336634360382676,-0.17211265497791947,-0.17230863159162252,0.15286169013653383,-0.24653505978879933,-0.2154798328878461,-0.14705300000178204,-0.014384987400752348,-0.8331279566784574,1.0,-0.09868987921054446,-0.4847341800382885,-0.5544182942699771,-0.25978907131002876,-0.46398665033414643,0.44766804911062885,-0.42936715187073804,-0.17181424389314756
Partial_Attendance_Count,-0.6400874813849855,-0.06022448560202527,-0.1670535363033479,-0.7659646757427968,-0.17153259570892926,-0.654628968774687,-0.03506632132403949,-0.611845491648882,-0.05073582920208541,-0.16398967845459475,-0.7652018145907477,-0.17153259570892926,-0.013016186605274345,-0.3579918862352503,0.09775684465248469,-0.17999478428914106,-0.2609508733203254,0.02578652010620635,0.16772987962138672,-0.4681589868376665,-0.09868987921054446,1.0,-0.5914934664641803,-0.539763483120655,-0.4996928021106192,-0.6121348346796037,-0.006999317312107442,-0.03549463506704109,0.36497434348991287
TP_Completion_Rate,0.9085735640788515,-0.33093668165815915,0.4579800370245738,0.6418019999237011,0.652261430491987,0.7228730245494362,0.15157377997520424,0.9075237567367024,-0.41007473546415973,0.5196497599913511,0.6417274592521051,0.652261430491987,0.14340758392356068,0.3034096638117947,-0.04345307301282066,0.20452187471344616,0.37699024482073107,0.033675297690319926,-0.20911668596025465,0.7591820961989488,-0.4847341800382885,-0.5914934664641803,1.0,0.9433576486779905,0.6207268006891599,0.8003350945731189,-0.19620501638796964,0.36504800775362883,-0.10702603108501599
Respons_Completion_Rate,0.8073473733124303,-0.21968553278439207,0.35369718897899854,0.6532267574899561,0.7249266076895042,0.6533536389311498,0.0915182897988883,0.9331705547268873,-0.5016006608561555,0.5994993777095154,0.656232660162626,0.7249266076895042,0.1554995000876898,0.18001186917210557,0.056402723641215964,0.08888868391605813,0.3315708327412603,-0.04118501314349569,-0.2840236761411737,0.7923089463318586,-0.5544182942699771,-0.539763483120655,0.9433576486779905,1.0,0.5486653435172271,0.7184287232389751,-0.19040690378691452,0.29983611484032924,-0.12396097169361073
Laporan_Completion_Rate,0.641203956624844,-0.16285352315705415,0.23323625981488205,0.4523167656551168,0.2471108307240181,0.4943770020850114,0.0641081353050637,0.5940383841783616,-0.13714223808323484,0.200944644231755,0.450942775594249,0.2471108307240181,0.04635355722194727,0.6602062475058851,-0.3970438596137587,0.5356715402475473,0.546736788914036,0.08101014930226877,-0.34695036013934466,0.508413312373575,-0.25978907131002876,-0.4996928021106192,0.6207268006891599,0.5486653435172271,1.0,0.7401932644629869,-0.33229379536245707,0.14943085346555732,-0.3007533862430757
Performance_Mean,0.9372327912525501,-0.5579751622782948,0.6324863371598868,0.4199023110188152,0.20693084960774114,0.7285395537152536,0.13978420048451415,0.8753010983134037,-0.506540265956696,0.5547648156972596,0.4183838098816404,0.20693084960774114,0.1139121988719404,0.7719669096036686,-0.4656274567219794,0.6385916590302114,0.5638096188965854,0.3895310919958945,0.010320623018305296,0.7522310614783849,-0.46398665033414643,-0.6121348346796037,0.8003350945731189,0.7184287232389751,0.7401932644629869,1.0,-0.6022950525846096,0.4924270593762758,-0.06440416643132565
Performance_Std,-0.4343555356396408,0.8014325863247733,-0.7093612862050961,0.2758353139517451,0.17593576130904345,-0.16651053912036665,-0.1397421011344686,-0.42244246925763745,0.7808058622653052,-0.662352357348621,0.27503981859623783,0.17593576130904345,-0.1199398995474189,-0.6641868440188954,0.748565831656416,-0.7813173714043635,-0.25249466504261164,-0.5151844449770147,-0.24231226697956373,-0.3936297202646776,0.44766804911062885,-0.006999317312107442,-0.19620501638796964,-0.19040690378691452,-0.33229379536245707,-0.6022950525846096,1.0,-0.5536772837507773,-0.30734475150343843
Performance_Late_Mean,0.4964922898894632,-0.6284821781694775,0.5548906958943832,-0.08425520819755239,0.30134051924622224,0.21261685512999942,0.6244165942603281,0.4403886407982779,-0.5416062683593714,0.45277972432690844,-0.08584748375957499,0.30134051924622224,0.5582146281480749,0.34174317394954673,-0.36161992264704584,0.5138347738498074,0.2121846536171109,0.620450617378342,0.4146436075836867,0.40099676933144157,-0.42936715187073804,-0.03549463506704109,0.36504800775362883,0.29983611484032924,0.14943085346555732,0.4924270593762758,-0.5536772837507773,1.0,0.7759621402040927
Performance_Trend,-0.037598736589183945,-0.4152295575236035,0.28275376487075893,-0.4056116108121065,0.17103440217159857,-0.396857561349725,0.6561466909814031,-0.06201179230494752,-0.34605288016343505,0.20834410130761746,-0.4084413890583439,0.17103440217159857,0.5710014862176538,-0.06692673190068772,-0.19651544672744545,0.22007327073369146,-0.12345499741200175,0.4967202852254892,0.5867660252514152,-0.050282916242968725,-0.17181424389314756,0.36497434348991287,-0.10702603108501599,-0.12396097169361073,-0.3007533862430757,-0.06440416643132565,-0.30734475150343843,0.7759621402040927,1.0
