population,scenario,model,best_threshold,cv_accuracy_mean,cv_accuracy_std,cv_accuracy_ci_lower,cv_accuracy_ci_upper,cv_balanced_accuracy_mean,cv_balanced_accuracy_std,cv_balanced_accuracy_ci_lower,cv_balanced_accuracy_ci_upper,cv_precision_mean,cv_precision_std,cv_precision_ci_lower,cv_precision_ci_upper,cv_recall_mean,cv_recall_std,cv_recall_ci_lower,cv_recall_ci_upper,cv_f1_mean,cv_f1_std,cv_f1_ci_lower,cv_f1_ci_upper,cv_roc_auc_mean,cv_roc_auc_std,cv_roc_auc_ci_lower,cv_roc_auc_ci_upper,test_accuracy,test_balanced_accuracy,test_precision,test_recall,test_f1,test_roc_auc,test_recall_belum_kompeten,best_params
P0,S5,Dummy,0.3,0.5236923076923077,0.007384615384615367,0.5205812317803983,0.5268033836042171,0.5,0.0,,,0.26184615384615384,0.0036923076923076835,0.26029061589019914,0.26340169180210854,0.5,0.0,,,0.3436842105263158,0.003157894736842093,0.3423538162218809,0.34501460483075075,0.5,0.0,,,0.53125,0.5,0.265625,0.5,0.3469387755102041,0.5,1.0,{}
P0,S5,LogisticRegression,0.6,0.6762461538461539,0.07880898035513074,0.6430445979552699,0.709447709737038,0.675915750915751,0.07883291103961283,0.6427041132301938,0.7091273886013081,0.6847549705196764,0.08091751733016841,0.6506651058610702,0.7188448351782826,0.675915750915751,0.07883291103961283,0.6427041132301938,0.7091273886013081,0.670526862769626,0.08253865237207514,0.6357540276493034,0.7052996978899486,0.7444505494505493,0.09365686144823011,0.7049937070205895,0.7839073918805092,0.78125,0.7745098039215685,0.7916666666666667,0.7745098039215685,0.7757757757757757,0.7509803921568627,0.8823529411764706,"{""model__class_weight"": null, ""model__C"": 10.0}"
P0,S5,DecisionTree,0.35,0.6427076923076923,0.09012840806775853,0.6047373573999997,0.680678027215385,0.6392673992673993,0.09053258982750409,0.6011267860078513,0.6774080125269473,0.647824928941028,0.09318187550369625,0.6085681940662448,0.6870816638158113,0.6392673992673993,0.09053258982750409,0.6011267860078513,0.6774080125269473,0.6343074195357096,0.09346764312230216,0.5949302931837344,0.6736845458876848,0.6975824175824177,0.10477760263033985,0.6534405010880294,0.7417243340768059,0.53125,0.5313725490196078,0.53125,0.5313725490196078,0.530791788856305,0.5666666666666667,0.5294117647058824,"{""model__min_samples_split"": 4, ""model__min_samples_leaf"": 4, ""model__max_features"": ""log2"", ""model__max_depth"": 9, ""model__criterion"": ""gini"", ""model__class_weight"": null, ""model__ccp_alpha"": 0.01}"
P0,S5,RandomForest,0.5,0.7253538461538461,0.05493858001408935,0.7022086877380915,0.7484990045696007,0.7252197802197802,0.05505838739089044,0.7020241479709792,0.7484154124685811,0.733217955247367,0.05480545910488855,0.7101288795430897,0.7563070309516443,0.7252197802197802,0.05505838739089044,0.7020241479709792,0.7484154124685811,0.7219742661564355,0.05745366261995576,0.6977695247422386,0.7461790075706323,0.8095421245421244,0.06312433604969456,0.7829483764440698,0.836135872640179,0.6875,0.6823529411764706,0.688259109311741,0.6823529411764706,0.6825396825396826,0.7156862745098039,0.7647058823529411,"{""model__n_estimators"": 200, ""model__min_samples_split"": 8, ""model__min_samples_leaf"": 3, ""model__max_features"": 1.0, ""model__max_depth"": 3, ""model__criterion"": ""log_loss"", ""model__class_weight"": ""balanced""}"
P1,S1,Dummy,0.3,0.508,0.00979795897113272,0.503872202876744,0.5121277971232561,0.5,0.0,,,0.254,0.00489897948556636,0.251936101438372,0.25606389856162803,0.5,0.0,,,0.3368421052631579,0.004297350425935413,0.33503166792839645,0.3386525425979193,0.5,0.0,,,0.5161290322580645,0.5,0.25806451612903225,0.5,0.3404255319148936,0.5,1.0,{}
P1,S1,LogisticRegression,0.5,0.6624666666666666,0.09952232580347656,0.6205387537858629,0.7043945795474704,0.6651282051282051,0.098493417649019,0.6236337625377525,0.7066226477186578,0.6852149680384975,0.10441311887515398,0.641226605462896,0.7292033306140989,0.6651282051282051,0.098493417649019,0.6236337625377525,0.7066226477186578,0.6502425623513384,0.10785190792875167,0.6048054670749013,0.6956796576277754,0.7077564102564103,0.12467284238073657,0.6552327977730785,0.7602800227397422,0.5806451612903226,0.5854166666666667,0.5931818181818183,0.5854166666666667,0.5735449735449736,0.5875,0.4375,"{""model__class_weight"": null, ""model__C"": 0.01}"
P1,S1,DecisionTree,0.5,0.6528,0.09169723126802806,0.6141687331663778,0.6914312668336223,0.6524358974358975,0.09239258916463147,0.6135116822103,0.691360112661495,0.6729184032341926,0.10687023011064331,0.6278948805074561,0.7179419259609291,0.6524358974358975,0.09239258916463147,0.6135116822103,0.691360112661495,0.6414363028915591,0.09891885467676757,0.5997626272848791,0.6831099784982391,0.7322222222222223,0.10148389157270164,0.6894679182978206,0.774976526146624,0.6774193548387096,0.6729166666666666,0.6886363636363637,0.6729166666666666,0.6688034188034189,0.7458333333333333,0.8125,"{""model__min_samples_split"": 2, ""model__min_samples_leaf"": 5, ""model__max_features"": ""log2"", ""model__max_depth"": 5, ""model__criterion"": ""log_loss"", ""model__class_weight"": ""balanced"", ""model__ccp_alpha"": 0.015}"
P1,S1,RandomForest,0.5,0.7034,0.09868184567926701,0.6618261742764386,0.7449738257235614,0.7032051282051281,0.09860966422066365,0.6616617119186805,0.7447485444915758,0.709613109113109,0.10086667849526403,0.6671188318302751,0.752107386395943,0.7032051282051281,0.09860966422066365,0.6616617119186805,0.7447485444915758,0.7007324660347148,0.09973351187179097,0.6587155822521317,0.742749349817298,0.7528739316239317,0.10068772166907107,0.7104550473361616,0.7952928159117018,0.6451612903225806,0.64375,0.6449579831932774,0.64375,0.6436781609195402,0.6708333333333333,0.6875,"{""model__n_estimators"": 200, ""model__min_samples_split"": 2, ""model__min_samples_leaf"": 4, ""model__max_features"": ""sqrt"", ""model__max_depth"": 8, ""model__criterion"": ""log_loss"", ""model__class_weight"": null}"
P1,S2,Dummy,0.3,0.508,0.00979795897113272,0.503872202876744,0.5121277971232561,0.5,0.0,,,0.254,0.00489897948556636,0.251936101438372,0.25606389856162803,0.5,0.0,,,0.3368421052631579,0.004297350425935413,0.33503166792839645,0.3386525425979193,0.5,0.0,,,0.5161290322580645,0.5,0.25806451612903225,0.5,0.3404255319148936,0.5,1.0,{}
P1,S2,LogisticRegression,0.6,0.6675333333333334,0.10998698912952284,0.6211967464317093,0.7138699202349575,0.6676923076923077,0.10917297134631734,0.6216986595878039,0.7136859557968115,0.6751522066684607,0.11359289006062454,0.62729648424749,0.7230079290894313,0.6676923076923077,0.10917297134631734,0.6216986595878039,0.7136859557968115,0.6624116116699734,0.11342760557914362,0.6146255222010477,0.7101977011388991,0.7466880341880342,0.1099846332382057,0.700352439803467,0.7930236285726014,0.6774193548387096,0.6729166666666666,0.6886363636363637,0.6729166666666666,0.6688034188034189,0.6708333333333334,0.8125,"{""model__class_weight"": null, ""model__C"": 10.0}"
P1,S2,DecisionTree,0.55,0.6444,0.09739596158636833,0.6033679063530013,0.6854320936469986,0.6453846153846153,0.09707625936083672,0.6044872095772714,0.6862820211919592,0.6502235542235542,0.10115445168812393,0.6076080405320827,0.6928390679150256,0.6453846153846153,0.09707625936083672,0.6044872095772714,0.6862820211919592,0.6395380357967314,0.10243006775618614,0.5963851158605881,0.6826909557328747,0.6912286324786323,0.1060625863623681,0.6465453632220898,0.7359119017351748,0.6774193548387096,0.675,0.6794871794871795,0.675,0.6743697478991597,0.6645833333333333,0.75,"{""model__min_samples_split"": 10, ""model__min_samples_leaf"": 2, ""model__max_features"": ""log2"", ""model__max_depth"": 8, ""model__criterion"": ""entropy"", ""model__class_weight"": ""balanced"", ""model__ccp_alpha"": 0.01}"
P1,S2,RandomForest,0.4,0.7033333333333335,0.08626058711189535,0.666992478632888,0.7396741880337789,0.7035897435897435,0.08649391065963304,0.6671505916549478,0.7400288955245391,0.7109339826839826,0.09025575008951447,0.6729099996611444,0.7489579657068207,0.7035897435897435,0.08649391065963304,0.6671505916549478,0.7400288955245391,0.700967878753486,0.0867478513923941,0.6644217437389227,0.7375140137680493,0.7687179487179487,0.10205731721334704,0.7257220654282086,0.8117138320076889,0.6129032258064516,0.6145833333333333,0.615546218487395,0.6145833333333333,0.6125,0.6833333333333333,0.5625,"{""model__n_estimators"": 500, ""model__min_samples_split"": 6, ""model__min_samples_leaf"": 5, ""model__max_features"": ""log2"", ""model__max_depth"": 5, ""model__criterion"": ""gini"", ""model__class_weight"": null}"
P1,S3,Dummy,0.3,0.508,0.00979795897113272,0.503872202876744,0.5121277971232561,0.5,0.0,,,0.254,0.00489897948556636,0.251936101438372,0.25606389856162803,0.5,0.0,,,0.3368421052631579,0.004297350425935413,0.33503166792839645,0.3386525425979193,0.5,0.0,,,0.5161290322580645,0.5,0.25806451612903225,0.5,0.3404255319148936,0.5,1.0,{}
P1,S3,LogisticRegression,0.55,0.6640666666666667,0.09272549691308091,0.6250022002264634,0.70313113310687,0.6642307692307692,0.09185376280240182,0.6255335569875784,0.70292798147396,0.6726986589262132,0.09562627207991001,0.6324121204785512,0.7129851973738751,0.6642307692307692,0.09185376280240182,0.6255335569875784,0.70292798147396,0.6589766353183539,0.09545798195854294,0.6187609960733624,0.6991922745633454,0.7410470085470086,0.09204470986545503,0.7022693519235251,0.779824665170492,0.6451612903225806,0.6416666666666666,0.6491228070175439,0.6416666666666666,0.6391534391534391,0.6791666666666667,0.75,"{""model__class_weight"": null, ""model__C"": 10.0}"
P1,S3,DecisionTree,0.5,0.6326666666666667,0.09865653101093262,0.5911035057984527,0.6742298275348807,0.6317948717948717,0.09814736870087748,0.5904462166951457,0.6731435268945977,0.6370815361109479,0.10309420792365759,0.5936488195476902,0.6805142526742055,0.6317948717948717,0.09814736870087748,0.5904462166951457,0.6731435268945977,0.6266827875328626,0.10257302708285047,0.5834696400432985,0.6698959350224266,0.671869658119658,0.12311865222520349,0.6200008127844541,0.723738503454862,0.4838709677419355,0.48541666666666666,0.4852941176470588,0.48541666666666666,0.48333333333333334,0.5833333333333334,0.4375,"{""model__min_samples_split"": 4, ""model__min_samples_leaf"": 4, ""model__max_features"": ""log2"", ""model__max_depth"": 9, ""model__criterion"": ""gini"", ""model__class_weight"": null, ""model__ccp_alpha"": 0.01}"
P1,S3,RandomForest,0.5,0.7016666666666667,0.08327864872422784,0.6665820773511454,0.7367512559821879,0.7019230769230768,0.08290818571397304,0.6669945605358569,0.7368515933102966,0.7074727837521955,0.08354778941359221,0.6722748077439372,0.7426707597604537,0.7019230769230768,0.08290818571397304,0.6669945605358569,0.7368515933102966,0.6992316071512473,0.0846020128785885,0.6635894957267353,0.7348737185757593,0.7535576923076923,0.09988249863095905,0.7114780416654285,0.7956373429499561,0.6774193548387096,0.6770833333333333,0.6770833333333333,0.6770833333333333,0.6770833333333333,0.6625,0.6875,"{""model__n_estimators"": 200, ""model__min_samples_split"": 2, ""model__min_samples_leaf"": 4, ""model__max_features"": ""sqrt"", ""model__max_depth"": null, ""model__criterion"": ""entropy"", ""model__class_weight"": ""balanced_subsample""}"
P1,S4,Dummy,0.3,0.508,0.00979795897113272,0.503872202876744,0.5121277971232561,0.5,0.0,,,0.254,0.00489897948556636,0.251936101438372,0.25606389856162803,0.5,0.0,,,0.3368421052631579,0.004297350425935413,0.33503166792839645,0.3386525425979193,0.5,0.0,,,0.5161290322580645,0.5,0.25806451612903225,0.5,0.3404255319148936,0.5,1.0,{}
P1,S4,LogisticRegression,0.55,0.7033333333333335,0.07942291860665912,0.6698731304572986,0.7367935362093684,0.702948717948718,0.0789514618821801,0.6696871357973441,0.736210300100092,0.709836691086691,0.08179494254726305,0.6753771746161445,0.7442962075572375,0.702948717948718,0.0789514618821801,0.6696871357973441,0.736210300100092,0.7007115466575736,0.07994236680508035,0.6670325046554063,0.7343905886597409,0.7524999999999998,0.08866320585983546,0.7151469423718582,0.7898530576281415,0.7419354838709677,0.7395833333333333,0.7457264957264957,0.7395833333333333,0.7394957983193278,0.7375,0.8125,"{""model__class_weight"": ""balanced"", ""model__C"": 10.0}"
P1,S4,DecisionTree,0.3,0.6611333333333335,0.08123863339295877,0.626908185197411,0.6953584814692559,0.6614102564102563,0.0811239666305044,0.6272334164100982,0.6955870964104144,0.667724745240999,0.08489871317991114,0.6319576364926691,0.7034918539893289,0.6614102564102563,0.0811239666305044,0.6272334164100982,0.6955870964104144,0.6569115450494415,0.08447222528500054,0.6213241120387731,0.6924989780601098,0.6581089743589743,0.09845670885665321,0.6166299968718122,0.6995879518461364,0.6129032258064516,0.6125,0.6125,0.6125,0.6125,0.6083333333333334,0.625,"{""model__min_samples_split"": 2, ""model__min_samples_leaf"": 1, ""model__max_features"": null, ""model__max_depth"": 10, ""model__criterion"": ""gini"", ""model__class_weight"": null, ""model__ccp_alpha"": 0.02}"
P1,S4,RandomForest,0.35,0.7152,0.09045602983402118,0.6770916408172231,0.7533083591827768,0.7152564102564101,0.09033541122962237,0.6771988666699953,0.7533139538428248,0.7235830590977649,0.09335761135419299,0.6842522881976961,0.7629138299978336,0.7152564102564101,0.09033541122962237,0.6771988666699953,0.7533139538428248,0.7120407228842012,0.0922536058877559,0.6731750601359265,0.7509063856324758,0.7792735042735042,0.0879124853725244,0.7422367188278672,0.8163102897191411,0.6129032258064516,0.6166666666666667,0.6228070175438596,0.6166666666666667,0.6092436974789917,0.6791666666666667,0.5,"{""model__n_estimators"": 500, ""model__min_samples_split"": 2, ""model__min_samples_leaf"": 5, ""model__max_features"": ""sqrt"", ""model__max_depth"": 4, ""model__criterion"": ""log_loss"", ""model__class_weight"": null}"
P1,S5,Dummy,0.3,0.508,0.00979795897113272,0.503872202876744,0.5121277971232561,0.5,0.0,,,0.254,0.00489897948556636,0.251936101438372,0.25606389856162803,0.5,0.0,,,0.3368421052631579,0.004297350425935413,0.33503166792839645,0.3386525425979193,0.5,0.0,,,0.5161290322580645,0.5,0.25806451612903225,0.5,0.3404255319148936,0.5,1.0,{}
P1,S5,LogisticRegression,0.6,0.6938666666666667,0.10031253383523141,0.651605845835354,0.7361274874979795,0.6937179487179486,0.09980701299111734,0.6516700995363669,0.7357657978995302,0.6997387873564344,0.10403682000635701,0.6559089563069069,0.7435686184059618,0.6937179487179486,0.09980701299111734,0.6516700995363669,0.7357657978995302,0.691506813958988,0.10108726387612675,0.6489196059236126,0.7340940219943635,0.7478846153846154,0.10051272512205485,0.7055394556598366,0.7902297751093942,0.6129032258064516,0.60625,0.6287878787878788,0.60625,0.5921052631578947,0.7250000000000001,0.8125,"{""model__class_weight"": null, ""model__C"": 1.0}"
