,Attendance_PreFinal_Rate,TP_Mean,Respons_Mean,Laporan_Mean,TP_Completion_Rate,Respons_Completion_Rate,Laporan_Completion_Rate,Performance_Volatility
Attendance_PreFinal_Rate,1.0,0.8605850648941294,0.9215932031837235,0.6922149390105371,0.8435920142614074,0.8947125332506098,0.7591983120035866,-0.16211022512734152
TP_Mean,0.8605850648941294,1.0,0.936714853132316,0.8309281570057685,0.9723893679300621,0.8975680628253201,0.8832308491941364,-0.23226797566428709
Respons_Mean,0.9215932031837235,0.936714853132316,1.0,0.72475617566286,0.9276299547163804,0.9766561790694758,0.8079260066080287,-0.27523027618326573
Laporan_Mean,0.6922149390105371,0.8309281570057685,0.72475617566286,1.0,0.7422319072540049,0.6301593899413779,0.8814550592590731,-0.42015413154849884
TP_Completion_Rate,0.8435920142614074,0.9723893679300621,0.9276299547163804,0.7422319072540049,1.0,0.9374612628261908,0.8666713150148722,-0.12152574228608043
Respons_Completion_Rate,0.8947125332506098,0.8975680628253201,0.9766561790694758,0.6301593899413779,0.9374612628261908,1.0,0.7777773038062229,-0.1685168673404606
Laporan_Completion_Rate,0.7591983120035866,0.8832308491941364,0.8079260066080287,0.8814550592590731,0.8666713150148722,0.7777773038062229,1.0,-0.21498537623783012
Performance_Volatility,-0.16211022512734152,-0.23226797566428709,-0.27523027618326573,-0.42015413154849884,-0.12152574228608043,-0.1685168673404606,-0.21498537623783012,1.0
