,TP_Mean,TP_Std,TP_Min,TP_Max,TP_Last2_Mean,TP_First2_Mean,TP_Trend,Respons_Mean,Respons_Std,Respons_Min,Respons_Max,Respons_Last2_Mean,Respons_Trend,Laporan_Mean,Laporan_Std,Laporan_Min,Laporan_Max,Laporan_Last2_Mean,Laporan_Trend,Attendance_PreFinal_Rate,Absence_Count,Partial_Attendance_Count,TP_Completion_Rate,Respons_Completion_Rate,Laporan_Completion_Rate,Performance_Mean,Performance_Std,Performance_Late_Mean,Performance_Trend
TP_Mean,1.0,-0.4816838128894152,0.8057689922545187,0.5646042562437228,0.8850965101759498,0.9091923030412336,-0.1418618873617331,0.9482643145247863,-0.3794638740444232,0.6675604457687887,0.5634310405998842,0.7753652945763422,-0.13109038230116354,0.7747879567426484,0.28196191918063357,0.548264529701362,0.8197911414089756,0.7049813029050904,-0.20875539275462715,0.8481580030282053,-0.8134762056184374,-0.20917984332815331,0.9758492506757762,0.9509886532539796,0.8611314622797306,0.9697233509646869,-0.13221702197325882,0.9211017971436571,-0.1931661107877781
TP_Std,-0.4816838128894152,1.0,-0.8118633704742507,0.28578378297304224,-0.2748540617926188,-0.40446970176226116,0.37098875503503564,-0.44572798824495224,0.8294945026217025,-0.6376598060768067,0.28666932945224777,-0.2230187758603075,0.3337848609290322,-0.5055007584691915,0.16201840557330366,-0.45993571611069095,-0.3466942655103108,-0.5067746481894506,-0.04116576528490853,-0.26639365746919946,0.2854588117289124,-0.1053108700371258,-0.5004249779413928,-0.4820254207859774,-0.4478824291392427,-0.516864624509799,0.745572138954457,-0.3893131940239724,0.17367772250773567
TP_Min,0.8057689922545187,-0.8118633704742507,1.0,0.30715475116830904,0.6448413139739727,0.6988099092612282,-0.30901044512265397,0.7753142247694135,-0.6865210833541093,0.8367235596999296,0.3065106767178757,0.5744679105071154,-0.2784192797593976,0.6535225516491657,0.057021731501649124,0.511049564309199,0.5940675017376118,0.6192104731175122,-0.12194041329297702,0.6464157320095206,-0.626880879135494,-0.12005096543694896,0.7943744618417135,0.7935503517346386,0.6639641802029274,0.7970434716956156,-0.4564485766826967,0.7156044982992904,-0.16639362405681196
TP_Max,0.5646042562437228,0.28578378297304224,0.30715475116830904,1.0,0.6757853870803172,0.4756613306275156,0.20292572638634193,0.56284055016667,0.23359964136798442,0.3063544608940787,0.9997539314883134,0.629952793626558,0.176531989667211,0.2960679521585888,0.2875450442855917,0.15250154362598278,0.41307188418584917,0.22856964060690274,-0.2341840877517633,0.6701603443748776,-0.6052319668925704,-0.379485724361903,0.5177674861041259,0.53786663382923,0.3985259162279403,0.4996859379129455,0.43248767140228306,0.5999450690849253,0.08978712158410618
TP_Last2_Mean,0.8850965101759498,-0.2748540617926188,0.6448413139739727,0.6757853870803172,1.0,0.6689329815165098,0.23519601030715157,0.8555759118863397,-0.23686310570341668,0.5700858670917915,0.6759205041874613,0.9094563906477507,0.2129308420152431,0.590862579300551,0.22069307789789624,0.40420521442824675,0.6143090285677384,0.5067136498815241,-0.20563921797822984,0.8532918125857535,-0.8153046142764132,-0.22811597348844595,0.8258636243433838,0.8321854026992689,0.7004076431039584,0.8254609692732046,0.02102357130449568,0.9431324449989829,0.19277273272572215
TP_First2_Mean,0.9091923030412336,-0.40446970176226116,0.6988099092612282,0.4756613306275156,0.6689329815165098,1.0,-0.39702094582281633,0.8417457298769186,-0.2857139927976391,0.5535628580413733,0.47404916614158465,0.5629692547304167,-0.3431618699475214,0.7662295630912723,0.34903085293430697,0.5317169790973185,0.853460016792578,0.7210024038813749,-0.18905276141208557,0.7120813346311484,-0.6800533731245164,-0.19223320495250437,0.9179261474352368,0.8597299284748635,0.8309292066845017,0.8996903290024381,-0.08852374260825135,0.7589491702764422,-0.5093567194632812
TP_Trend,-0.1418618873617331,0.37098875503503564,-0.30901044512265397,0.20292572638634193,0.23519601030715157,-0.39702094582281633,1.0,-0.06875991824617886,0.22529358814104236,-0.16929188671798404,0.20560456969542662,0.275817486306057,0.8290179868520448,-0.27912646353677517,0.0014941974931792657,-0.2570612385365295,-0.2802269898634486,-0.34508379726879346,-0.0535017870039026,0.0980915405484566,-0.09267072872139238,-0.03223962903432697,-0.21024225194861315,-0.10374603750373707,-0.20192333972257484,-0.183541735326694,0.251690054346103,0.06899574606297199,0.6519099200466165
Respons_Mean,0.9482643145247863,-0.44572798824495224,0.7753142247694135,0.56284055016667,0.8555759118863397,0.8417457298769186,-0.06875991824617886,1.0,-0.48853696862431706,0.7661180799201504,0.56397558358357,0.8505460724953517,-0.032036473790576794,0.6710442536121322,0.31224040472811865,0.4545802921451312,0.7446126834254395,0.5929621322089067,-0.2544203902938005,0.9022362258728616,-0.8685319649161114,-0.2043141599729547,0.8831602651711598,0.9908754711792226,0.7728287314988457,0.9282863296379262,-0.18345111993301372,0.8981126014163915,-0.1334535142688219
Respons_Std,-0.3794638740444232,0.8294945026217025,-0.6865210833541093,0.23359964136798442,-0.23686310570341668,-0.2857139927976391,0.22529358814104236,-0.48853696862431706,1.0,-0.8381299255139212,0.23065501879708958,-0.3535482969635516,0.06853718365497921,-0.27180506993880243,0.03418746016745279,-0.22315642565003738,-0.20637293473450502,-0.2524632076875461,0.09319641801009212,-0.29152884678829727,0.3048323606249011,-0.07208948854283026,-0.3267188491502452,-0.49114981116562284,-0.27324592339198717,-0.4030382693952366,0.7307708221262804,-0.33135361141382785,0.04910913241937303
Respons_Min,0.6675604457687887,-0.6376598060768067,0.8367235596999296,0.3063544608940787,0.5700858670917915,0.5535628580413733,-0.16929188671798404,0.7661180799201504,-0.8381299255139212,1.0,0.30978901699978234,0.6489107082548614,-0.03474474922402443,0.4002314499874181,0.17761381430271966,0.258866074760659,0.432604787173061,0.34981785830045536,-0.2391387136780968,0.6104358665474157,-0.5879332297529897,-0.1365167248027796,0.5953752798170309,0.752200898882735,0.46523823086399857,0.6455537398883697,-0.43805033506614427,0.6149767277826331,-0.0602170145947993
