,TP_Mean,TP_Std,TP_Min,TP_Max,TP_Last2_Mean,TP_First2_Mean,TP_Trend,Respons_Mean,Respons_Std,Respons_Min,Respons_Max,Respons_Last2_Mean,Respons_Trend,Laporan_Mean,Laporan_Std,Laporan_Min,Laporan_Max,Laporan_Last2_Mean,Laporan_Trend,Attendance_PreFinal_Rate,Absence_Count,Partial_Attendance_Count,TP_Completion_Rate,Respons_Completion_Rate,Laporan_Completion_Rate,Performance_Mean,Performance_Std,Performance_Late_Mean,Performance_Trend
Respons_Max,0.5634310405998842,0.28666932945224777,0.3065106767178757,0.9997539314883134,0.6759205041874613,0.47404916614158465,0.20560456969542662,0.56397558358357,0.23065501879708958,0.30978901699978234,1.0,0.6310630039234846,0.17587073445139362,0.29301280930276646,0.28978354342088103,0.14876639294719798,0.4113767112448865,0.22525153401189793,-0.2362510494818964,0.6697164842815787,-0.6048796901364824,-0.37895707301306475,0.5157951500281441,0.5383779651444833,0.39638527885462244,0.49844888069421994,0.4318337713180891,0.5991790123947018,0.0895085952015698
Respons_Last2_Mean,0.7753652945763422,-0.2230187758603075,0.5744679105071154,0.629952793626558,0.9094563906477507,0.5629692547304167,0.275817486306057,0.8505460724953517,-0.3535482969635516,0.6489107082548614,0.6310630039234846,1.0,0.3849840492156024,0.4543405612578594,0.2332569218322602,0.2947534371092096,0.49859859960616815,0.37025340788962263,-0.2256309082801883,0.8497575568744499,-0.8168042992031678,-0.1993339048698297,0.6770569967486095,0.8143241505145637,0.5742424101280628,0.7320979603267072,-0.04164301955177145,0.8943551531328111,0.3026503290525541
Respons_Trend,-0.13109038230116354,0.3337848609290322,-0.2784192797593976,0.176531989667211,0.2129308420152431,-0.3431618699475214,0.8290179868520448,-0.032036473790576794,0.06853718365497921,-0.03474474922402443,0.17587073445139362,0.3849840492156024,1.0,-0.29128806233166993,0.053067743961379955,-0.27538688490825997,-0.2688580037420057,-0.34554238470367193,-0.052218155063049033,0.08741100345110893,-0.08230152012076399,-0.030321366251661458,-0.21824544832881396,-0.07500568357428053,-0.19989410465584492,-0.17232331965906258,0.1776491187807684,0.10562127989483718,0.6998624482070926
Laporan_Mean,0.7747879567426484,-0.5055007584691915,0.6535225516491657,0.2960679521585888,0.590862579300551,0.7662295630912723,-0.27912646353677517,0.6710442536121322,-0.27180506993880243,0.4002314499874181,0.29301280930276646,0.4543405612578594,-0.29128806233166993,1.0,-0.10800836826907775,0.8822193284858221,0.8154895219867454,0.9235922513082474,-0.0270633919220225,0.6433692452288624,-0.628014106597526,-0.09615154407028478,0.8280804131861176,0.7198683547656992,0.9271508296098883,0.8913046424176627,-0.4523821455277166,0.7628260690503122,-0.3138723689878861
Laporan_Std,0.28196191918063357,0.16201840557330366,0.057021731501649124,0.2875450442855917,0.22069307789789624,0.34903085293430697,0.0014941974931792657,0.31224040472811865,0.03418746016745279,0.17761381430271966,0.28978354342088103,0.2332569218322602,0.053067743961379955,-0.10800836826907775,1.0,-0.4626971359834859,0.42190149351083145,-0.08471059954408218,-0.298083256589479,0.1867917906030353,-0.19531329792236338,0.046175888118806865,0.22875494097110968,0.2682449232246376,0.08135700608202585,0.15665681561262318,0.5580559918320911,0.14606315855063834,-0.22009497092336294
Laporan_Min,0.548264529701362,-0.45993571611069095,0.511049564309199,0.15250154362598278,0.40420521442824675,0.5317169790973185,-0.2570612385365295,0.4545802921451312,-0.22315642565003738,0.258866074760659,0.14876639294719798,0.2947534371092096,-0.27538688490825997,0.8822193284858221,-0.4626971359834859,1.0,0.5813322986077616,0.8257576360472408,0.058640526533587534,0.4903218630960136,-0.47932541306461507,-0.06924885333655534,0.6060385933222596,0.5137100622996107,0.764433539082176,0.6944337739890997,-0.5716703214110437,0.5897348361903695,-0.2027318672012162
Laporan_Max,0.8197911414089756,-0.3466942655103108,0.5940675017376118,0.41307188418584917,0.6143090285677384,0.853460016792578,-0.2802269898634486,0.7446126834254395,-0.20637293473450502,0.432604787173061,0.4113767112448865,0.49859859960616815,-0.2688580037420057,0.8154895219867454,0.42190149351083145,0.5813322986077616,1.0,0.7768826389214328,-0.18700870404578987,0.6626945136907932,-0.6625473750964702,-0.009594610764914987,0.8410056599106166,0.768776477798336,0.8682905898970356,0.8567350666699382,-0.09790586543053055,0.7334714414734922,-0.4064700199749221
Laporan_Last2_Mean,0.7049813029050904,-0.5067746481894506,0.6192104731175122,0.22856964060690274,0.5067136498815241,0.7210024038813749,-0.34508379726879346,0.5929621322089067,-0.2524632076875461,0.34981785830045536,0.22525153401189793,0.37025340788962263,-0.34554238470367193,0.9235922513082474,-0.08471059954408218,0.8257576360472408,0.7768826389214328,1.0,0.2375698248751696,0.5687942001156508,-0.5664034736754467,-0.021161249332703868,0.779419072321091,0.655180118675899,0.8050184198668381,0.8105094360776411,-0.4135622191834155,0.7260874405643682,-0.2090903689194371
Laporan_Trend,-0.20875539275462715,-0.04116576528490853,-0.12194041329297702,-0.2341840877517633,-0.20563921797822984,-0.18905276141208557,-0.0535017870039026,-0.2544203902938005,0.09319641801009212,-0.2391387136780968,-0.2362510494818964,-0.2256309082801883,-0.052218155063049033,-0.0270633919220225,-0.298083256589479,0.058640526533587534,-0.18700870404578987,0.2375698248751696,1.0,-0.17395111494135113,0.15095395613272497,0.13357332449896442,-0.12283441015831854,-0.19195471222038088,-0.2286859631447354,-0.1672548237947334,-0.1133699075137567,-0.07856185702015761,0.33422096431762094
Attendance_PreFinal_Rate,0.8481580030282053,-0.26639365746919946,0.6464157320095206,0.6701603443748776,0.8532918125857535,0.7120813346311484,0.0980915405484566,0.9022362258728616,-0.29152884678829727,0.6104358665474157,0.6697164842815787,0.8497575568744499,0.08741100345110893,0.6433692452288624,0.1867917906030353,0.4903218630960136,0.6626945136907932,0.5687942001156508,-0.17395111494135113,1.0,-0.9846936155872693,-0.10058460096922212,0.7865629976970472,0.8989449047768568,0.7128403641433346,0.850429207533525,-0.0838432363660363,0.8876483906962932,0.02827486115557862
Absence_Count,-0.8134762056184374,0.2854588117289124,-0.626880879135494,-0.6052319668925704,-0.8153046142764132,-0.6800533731245164,-0.09267072872139238,-0.8685319649161114,0.3048323606249011,-0.5879332297529897,-0.6048796901364824,-0.8168042992031678,-0.08230152012076399,-0.628014106597526,-0.19531329792236338,-0.47932541306461507,-0.6625473750964702,-0.5664034736754467,0.15095395613272497,-0.9846936155872693,1.0,-0.07436529771238087,-0.7544275665856174,-0.86593970773585,-0.6938301331746953,-0.8211784551838806,0.09364750814495332,-0.858958251355688,-0.03647184818906392
Partial_Attendance_Count,-0.20917984332815331,-0.1053108700371258,-0.12005096543694896,-0.379485724361903,-0.22811597348844595,-0.19223320495250437,-0.03223962903432697,-0.2043141599729547,-0.07208948854283026,-0.1365167248027796,-0.37895707301306475,-0.1993339048698297,-0.030321366251661458,-0.09615154407028478,0.046175888118806865,-0.06924885333655534,-0.009594610764914987,-0.021161249332703868,0.13357332449896442,-0.10058460096922212,-0.07436529771238087,1.0,-0.19383063566497766,-0.20028019382336415,-0.11793377174944514,-0.1782076673997645,-0.05485835514528469,-0.175499198666798,0.046417548752831134
TP_Completion_Rate,0.9758492506757762,-0.5004249779413928,0.7943744618417135,0.5177674861041259,0.8258636243433838,0.9179261474352368,-0.21024225194861315,0.8831602651711598,-0.3267188491502452,0.5953752798170309,0.5157951500281441,0.6770569967486095,-0.21824544832881396,0.8280804131861176,0.22875494097110968,0.6060385933222596,0.8410056599106166,0.779419072321091,-0.12283441015831854,0.7865629976970472,-0.7544275665856174,-0.19383063566497766,1.0,0.9080751560549657,0.884962955612288,0.961000847334527,-0.1572327450363158,0.8870169945151765,-0.25590364384019126
Respons_Completion_Rate,0.9509886532539796,-0.4820254207859774,0.7935503517346386,0.53786663382923,0.8321854026992689,0.8597299284748635,-0.10374603750373707,0.9908754711792226,-0.49114981116562284,0.752200898882735,0.5383779651444833,0.8143241505145637,-0.07500568357428053,0.7198683547656992,0.2682449232246376,0.5137100622996107,0.768776477798336,0.655180118675899,-0.19195471222038088,0.8989449047768568,-0.86593970773585,-0.20028019382336415,0.9080751560549657,1.0,0.7958836585844428,0.945826336511587,-0.2335079907660104,0.8983398106993087,-0.1646264218639277
Laporan_Completion_Rate,0.8611314622797306,-0.4478824291392427,0.6639641802029274,0.3985259162279403,0.7004076431039584,0.8309292066845017,-0.20192333972257484,0.7728287314988457,-0.27324592339198717,0.46523823086399857,0.39638527885462244,0.5742424101280628,-0.19989410465584492,0.9271508296098883,0.08135700608202585,0.764433539082176,0.8682905898970356,0.8050184198668381,-0.2286859631447354,0.7128403641433346,-0.6938301331746953,-0.11793377174944514,0.884962955612288,0.7958836585844428,1.0,0.9252911386886244,-0.29539425928554014,0.8076222227539915,-0.3319501368845559
Performance_Mean,0.9697233509646869,-0.516864624509799,0.7970434716956156,0.4996859379129455,0.8254609692732046,0.8996903290024381,-0.183541735326694,0.9282863296379262,-0.4030382693952366,0.6455537398883697,0.49844888069421994,0.7320979603267072,-0.17232331965906258,0.8913046424176627,0.15665681561262318,0.6944337739890997,0.8567350666699382,0.8105094360776411,-0.1672548237947334,0.850429207533525,-0.8211784551838806,-0.1782076673997645,0.961000847334527,0.945826336511587,0.9252911386886244,1.0,-0.2897115012176649,0.9215532316570251,-0.23675819629018913
Performance_Std,-0.13221702197325882,0.745572138954457,-0.4564485766826967,0.43248767140228306,0.02102357130449568,-0.08852374260825135,0.251690054346103,-0.18345111993301372,0.7307708221262804,-0.43805033506614427,0.4318337713180891,-0.04164301955177145,0.1776491187807684,-0.4523821455277166,0.5580559918320911,-0.5716703214110437,-0.09790586543053055,-0.4135622191834155,-0.1133699075137567,-0.0838432363660363,0.09364750814495332,-0.05485835514528469,-0.1572327450363158,-0.2335079907660104,-0.29539425928554014,-0.2897115012176649,1.0,-0.1682911760114913,0.08923799262186732
Performance_Late_Mean,0.9211017971436571,-0.3893131940239724,0.7156044982992904,0.5999450690849253,0.9431324449989829,0.7589491702764422,0.06899574606297199,0.8981126014163915,-0.33135361141382785,0.6149767277826331,0.5991790123947018,0.8943551531328111,0.10562127989483718,0.7628260690503122,0.14606315855063834,0.5897348361903695,0.7334714414734922,0.7260874405643682,-0.07856185702015761,0.8876483906962932,-0.858958251355688,-0.175499198666798,0.8870169945151765,0.8983398106993087,0.8076222227539915,0.9215532316570251,-0.1682911760114913,1.0,0.1165295394349753
Performance_Trend,-0.1931661107877781,0.17367772250773567,-0.16639362405681196,0.08978712158410618,0.19277273272572215,-0.5093567194632812,0.6519099200466165,-0.1334535142688219,0.04910913241937303,-0.0602170145947993,0.0895085952015698,0.3026503290525541,0.6998624482070926,-0.3138723689878861,-0.22009497092336294,-0.2027318672012162,-0.4064700199749221,-0.2090903689194371,0.33422096431762094,0.02827486115557862,-0.03647184818906392,0.046417548752831134,-0.25590364384019126,-0.1646264218639277,-0.3319501368845559,-0.23675819629018913,0.08923799262186732,0.1165295394349753,1.0
